"","Month","Year","Region","Station","Latitude","Longitude","Replicate","Species","BraunBlanquet","Scallops","Urchins","Grass.or.Algae","Total.SAV","Total.Grass","Total.macroAlgae","Epipyhte.Denstiy","Blade_Length_Avg_cm","Blade_Width_Avg_cm","Shoots.per.m2","Sediment.type"
"7210","August",2015,"Cedar Key","CK11",29.09841,-83.03444,4,"TTES","4",NA,NA,"Seagrass","4","4",NA,"MODERATE",NA,NA,NA,"SandMud"
"7211","August",2015,"Cedar Key","CK12",29.0984,-83.02859,1,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"SandMud"
"7212","August",2015,"Cedar Key","CK12",29.0984,-83.02859,2,"HWRI","1",NA,NA,"Seagrass","1","1",NA,"LIGHT",NA,NA,NA,"SandMud"
"7213","August",2015,"Cedar Key","CK12",29.0984,-83.02859,3,"HWRI","1",NA,NA,"Seagrass","1","1",NA,"LIGHT",NA,NA,NA,"SandMud"
"7214","August",2015,"Cedar Key","CK12",29.0984,-83.02859,4,"HWRI","3",NA,NA,"Seagrass","3","3",NA,"LIGHT",NA,NA,NA,"SandMud"
"7215","August",2015,"Cedar Key","CK13",29.10166,-83.03252,1,"HWRI","1",NA,NA,"Seagrass","1","1","1","LIGHT",NA,NA,NA,"SandShell"
"7216","August",2015,"Cedar Key","CK13",29.10166,-83.03252,2,"HWRI","4",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"SandShell"
"7217","August",2015,"Cedar Key","CK13",29.10166,-83.03252,3,"HWRI","5",NA,NA,"Seagrass","5","5","1",NA,NA,NA,NA,""
"7218","August",2015,"Cedar Key","CK13",29.10166,-83.03252,4,"HWRI","4",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"SandShell"
"7219","August",2015,"Cedar Key","CK14",29.08084,-83.05309,1,"HWRI","3",NA,NA,"Seagrass","3","3",NA,"MODERATE",NA,NA,NA,"Sand"
"7220","August",2015,"Cedar Key","CK14",29.08084,-83.05309,2,"TTES","4",NA,NA,"Seagrass","4","4",NA,"MODERATE",NA,NA,NA,"Sand"
"7221","August",2015,"Cedar Key","CK14",29.08084,-83.05309,3,"TTES","4",NA,NA,"Seagrass","4","4",NA,"MODERATE",NA,NA,NA,"Sand"
"7222","August",2015,"Cedar Key","CK14",29.08084,-83.05309,4,"TTES","4",NA,NA,"Seagrass","4","4",NA,"MODERATE",NA,NA,NA,"Sand"
"7223","August",2015,"Cedar Key","CK15",29.08583,-83.06857,1,"HWRI","3",NA,NA,"Seagrass","3","3",NA,"CLEAN",NA,NA,NA,"SandMud"
"7224","August",2015,"Cedar Key","CK15",29.08583,-83.06857,2,"HWRI","5",NA,NA,"Seagrass","5","5",NA,"CLEAN",NA,NA,NA,"SandMud"
"7225","August",2015,"Cedar Key","CK15",29.08583,-83.06857,3,"HWRI","4",NA,NA,"Seagrass","4","4",NA,"CLEAN",NA,NA,NA,"SandShell"
"7226","August",2015,"Cedar Key","CK15",29.08583,-83.06857,4,"HWRI","4",NA,NA,"Seagrass","4","4",NA,"CLEAN",NA,NA,NA,"SandShell"
"7227","August",2015,"Cedar Key","CK16",29.10689,-83.09766,1,"TTES","4",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"SandShell"
"7228","August",2015,"Cedar Key","CK16",29.10689,-83.09766,2,"TTES","4",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"SandShell"
"7229","August",2015,"Cedar Key","CK16",29.10689,-83.09766,3,"TTES","1",NA,NA,"Seagrass","1","1",NA,"LIGHT",NA,NA,NA,"SandShell"
"7230","August",2015,"Cedar Key","CK16",29.10689,-83.09766,4,"HWRI","3",NA,NA,"Seagrass","3","3",NA,"LIGHT",NA,NA,NA,"SandShell"
"7231","August",2015,"Cedar Key","CK17",29.12688,-83.10284,1,"TTES","1",NA,NA,"Seagrass","1","1",NA,"CLEAN",NA,NA,NA,"SandShell"
"7232","August",2015,"Cedar Key","CK17",29.12688,-83.10284,2,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"."
"7233","August",2015,"Cedar Key","CK17",29.12688,-83.10284,3,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"."
"7234","August",2015,"Cedar Key","CK17",29.12688,-83.10284,4,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"."
"7235","August",2015,"Cedar Key","CK18",29.13523,-83.10408,1,"TTES","2",NA,NA,"Seagrass","2","2",NA,"CLEAN",NA,NA,NA,"SandShell"
"7236","August",2015,"Cedar Key","CK18",29.13523,-83.10408,2,"TTES","1",NA,NA,"Seagrass","1","1",NA,"CLEAN",NA,NA,NA,"SandShell"
"7237","August",2015,"Cedar Key","CK18",29.13523,-83.10408,3,"TTES","1",NA,NA,"Seagrass","1","1",NA,"CLEAN",NA,NA,NA,"SandShell"
"7238","August",2015,"Cedar Key","CK18",29.13523,-83.10408,4,"TTES","2",NA,NA,"Seagrass","3","3",NA,"CLEAN",NA,NA,NA,"SandShell"
"7239","August",2015,"Cedar Key","CK19",29.13709,-83.09472,1,"TTES","3",NA,NA,"Seagrass","5","5",NA,"CLEAN",NA,NA,NA,"SandMudShell"
"7240","August",2015,"Cedar Key","CK19",29.13709,-83.09472,2,"TTES","3",NA,NA,"Seagrass","4","4",NA,"CLEAN",NA,NA,NA,"SandMudShell"
"7241","August",2015,"Cedar Key","CK19",29.13709,-83.09472,3,"TTES","3",NA,NA,"Seagrass","5","5",NA,"CLEAN",NA,NA,NA,"SandMudShell"
"7242","August",2015,"Cedar Key","CK19",29.13709,-83.09472,4,"TTES","5",NA,NA,"Seagrass","5","5",NA,"CLEAN",NA,NA,NA,"SandMudShell"
"7243","August",2015,"Cedar Key","CK20",29.13389,-83.08359,1,"HWRI","3",NA,NA,"Seagrass","3","3",NA,"LIGHT",NA,NA,NA,"Sand"
"7244","August",2015,"Cedar Key","CK20",29.13389,-83.08359,2,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"Sand"
"7245","August",2015,"Cedar Key","CK20",29.13389,-83.08359,3,"HWRI","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand"
"7246","August",2015,"Cedar Key","CK20",29.13389,-83.08359,4,"HWRI","1",NA,NA,"Seagrass","1","1",NA,"LIGHT",NA,NA,NA,"Sand"
"7247","August",2015,"Cedar Key","CK21",29.11887,-83.0801,1,"HWRI","4",NA,NA,"Seagrass","4","4",NA,"CLEAN",NA,NA,NA,"SandShell"
"7248","August",2015,"Cedar Key","CK21",29.11887,-83.0801,2,"HWRI","1",NA,NA,"Seagrass","1","1",NA,"CLEAN",NA,NA,NA,"SandShell"
"7249","August",2015,"Cedar Key","CK21",29.11887,-83.0801,3,"TTES","4",NA,NA,"Seagrass","4","4",NA,"HEAVY",NA,NA,NA,"SandShell"
"7250","August",2015,"Cedar Key","CK21",29.11887,-83.0801,4,"HWRI","4",NA,NA,"Seagrass","4","4",NA,"CLEAN",NA,NA,NA,"SandShell"
"7251","August",2015,"Cedar Key","CK22",29.11855,-83.02962,1,"CPRO","1",NA,NA,"Algae","5","5","1","HEAVY",NA,NA,NA,"Mud"
"7252","August",2015,"Cedar Key","CK22",29.11855,-83.02962,2,"TTES","4",NA,NA,"Seagrass","5","4","3","HEAVY",NA,NA,NA,"Mud"
"7253","August",2015,"Cedar Key","CK22",29.11855,-83.02962,3,"TTES","4",NA,NA,"Seagrass","4","4","2","HEAVY",NA,NA,NA,"Mud"
"7254","August",2015,"Cedar Key","CK22",29.11855,-83.02962,4,"TTES","4",NA,NA,"Seagrass","5","4","3","HEAVY",NA,NA,NA,"Mud"
"7255","August",2015,"Cedar Key","CK23",29.12137,-83.03386,1,"HWRI","1",NA,NA,"Seagrass","1","1","1","LIGHT",NA,NA,NA,"SandMud"
"7256","August",2015,"Cedar Key","CK23",29.12137,-83.03386,2,"HWRI","1",NA,NA,"Seagrass","1","1","1","LIGHT",NA,NA,NA,"SandMud"
"7257","August",2015,"Cedar Key","CK23",29.12137,-83.03386,3,"NGIQ",NA,NA,NA,"Algae","2",NA,"2","LIGHT",NA,NA,NA,"Sandmud"
"7258","August",2015,"Cedar Key","CK23",29.12137,-83.03386,4,"HWRI","1",NA,NA,"Seagrass","5","1","5","LIGHT",NA,NA,NA,"SandMud"
"7259","August",2015,"Cedar Key","CK24",29.1241,-83.034768,1,"HWRI","1",NA,NA,"Seagrass","1","1",NA,"LIGHT",NA,NA,NA,"SandShell"
"7260","August",2015,"Cedar Key","CK24",29.1241,-83.034768,2,"HWRI","1",NA,NA,"Seagrass","1","1","1","LIGHT",NA,NA,NA,"SandShell"
"7261","August",2015,"Cedar Key","CK24",29.12799,-83.03003,3,"HWRI","3",NA,NA,"Seagrass","3","3","1","LIGHT",NA,NA,NA,"SandShell"
"7262","August",2015,"Cedar Key","CK24",29.12799,-83.03003,4,"HWRI","4",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"SandShell"
"7263","August",2015,"Cedar Key","CK25",29.12799,-83.03003,1,"SFIL","1",NA,NA,"Seagrass","1","1",NA,"MODERATE",NA,NA,NA,"Mud"
"7264","August",2015,"Cedar Key","CK25",29.12799,-83.03003,2,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"Mud"
"7265","August",2015,"Cedar Key","CK25",29.12799,-83.03003,3,"TTES","1",NA,NA,"Seagrass","1","1","1","MODERATE",NA,NA,NA,"Mud"
"7266","August",2015,"Cedar Key","CK25",29.12851,-83.02220333,4,"NGIQ",NA,NA,NA,"Algae","1",NA,"1","MODERATE",NA,NA,NA,"Mud"
"7267","November",2016,"Cedar Key","CK01",29.10353,-83.07146,1,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7268","November",2016,"Cedar Key","CK01",29.10353,-83.07146,2,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7269","November",2016,"Cedar Key","CK01",29.10353,-83.07146,3,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7270","November",2016,"Cedar Key","CK01",29.10353,-83.07146,4,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7271","November",2016,"Cedar Key","CK02",29.10169,-83.0667,1,"HWRI","2",NA,NA,"Seagrass","2","2",NA,"CLEAN",NA,NA,NA,"Sand"
"7272","November",2016,"Cedar Key","CK02",29.10169,-83.0667,1,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"."
"7273","November",2016,"Cedar Key","CK02",29.10169,-83.0667,2,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"Sand"
"7274","November",2016,"Cedar Key","CK02",29.10169,-83.0667,3,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,"CLEAN",NA,NA,NA,"Sand"
"7275","November",2016,"Cedar Key","CK02",29.10169,-83.0667,4,"DRIFT","1",NA,NA,"Algae","3","3",NA,"CLEAN",NA,NA,NA,"Sand"
"7276","November",2016,"Cedar Key","CK02",29.10169,-83.0667,4,"HWRI","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7277","November",2016,"Cedar Key","CK03",29.09684,-83.06095,1,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7278","November",2016,"Cedar Key","CK03",29.09684,-83.06095,1,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"."
"7279","November",2016,"Cedar Key","CK03",29.09684,-83.06095,2,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7280","November",2016,"Cedar Key","CK03",29.09684,-83.06095,2,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"."
"7281","November",2016,"Cedar Key","CK03",29.09684,-83.06095,3,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7282","November",2016,"Cedar Key","CK03",29.09684,-83.06095,4,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7283","November",2016,"Cedar Key","CK03",29.09684,-83.06095,4,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"."
"7284","November",2016,"Cedar Key","CK04",29.0958,-83.06958,1,"TTES","3",NA,NA,"Seagrass","3","3",NA,"MODERATE",NA,NA,NA,"Mud"
"7285","November",2016,"Cedar Key","CK04",29.0958,-83.06958,2,"TTES","3",NA,NA,"Seagrass","3","3",NA,"MODERATE",NA,NA,NA,"Mud"
"7286","November",2016,"Cedar Key","CK04",29.0958,-83.06958,2,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"."
"7287","November",2016,"Cedar Key","CK04",29.0958,-83.06958,3,"TTES","4",NA,NA,"Seagrass","4","4",NA,"MODERATE",NA,NA,NA,"Mud"
"7288","November",2016,"Cedar Key","CK04",29.0958,-83.06958,4,"TTES","3",NA,NA,"Seagrass","3","3",NA,"MODERATE",NA,NA,NA,"Mud"
"7289","November",2016,"Cedar Key","CK04",29.0958,-83.06958,4,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"."
"7290","November",2016,"Cedar Key","CK05",29.1006,-83.07297,1,"DRIFT","3",NA,NA,"Algae","1","1",NA,"LIGHT",NA,NA,NA,"Mud"
"7291","November",2016,"Cedar Key","CK05",29.1006,-83.07297,1,"TTES","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7292","November",2016,"Cedar Key","CK05",29.1006,-83.07297,2,"HWRI","1",NA,NA,"Seagrass","1","1",NA,"LIGHT",NA,NA,NA,"Mud"
"7293","November",2016,"Cedar Key","CK05",29.1006,-83.07297,2,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7294","November",2016,"Cedar Key","CK05",29.1006,-83.07297,2,"TTES","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7295","November",2016,"Cedar Key","CK05",29.1006,-83.07297,2,"DRIFT","3",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"."
"7296","November",2016,"Cedar Key","CK05",29.1006,-83.07297,3,"DRIFT","2",NA,NA,"Algae","1","1",NA,"LIGHT",NA,NA,NA,"Mud"
"7297","November",2016,"Cedar Key","CK05",29.1006,-83.07297,3,"TTES","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7298","November",2016,"Cedar Key","CK05",29.1006,-83.07297,4,"DRIFT","2",NA,NA,"Algae","1","1",NA,"CLEAN",NA,NA,NA,"Mud Shell"
"7299","November",2016,"Cedar Key","CK05",29.1006,-83.07297,4,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7300","November",2016,"Cedar Key","CK06",29.09957,-83.08224,1,"TTES","2",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7301","November",2016,"Cedar Key","CK06",29.09957,-83.08224,1,"SFIL","5",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7302","November",2016,"Cedar Key","CK06",29.09957,-83.08224,2,"TTES","2",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7303","November",2016,"Cedar Key","CK06",29.09957,-83.08224,2,"SFIL","5",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7304","November",2016,"Cedar Key","CK06",29.09957,-83.08224,3,"TTES","2",NA,NA,"Seagrass","5","5","1","LIGHT",NA,NA,NA,"Sand Mud"
"7305","November",2016,"Cedar Key","CK06",29.09957,-83.08224,3,"SFIL","4",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7306","November",2016,"Cedar Key","CK06",29.09957,-83.08224,3,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"."
"7307","November",2016,"Cedar Key","CK06",29.09957,-83.08224,4,"TTES","3",NA,NA,"Seagrass","5","5","1","LIGHT",NA,NA,NA,"Sand Mud"
"7308","November",2016,"Cedar Key","CK06",29.09957,-83.08224,4,"SFIL","5",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7309","November",2016,"Cedar Key","CK06",29.09957,-83.08224,4,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"."
"7310","November",2016,"Cedar Key","CK07",29.10458,-83.08136,1,"TTES","5",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"Sand Mud Shell"
"7311","November",2016,"Cedar Key","CK07",29.10458,-83.08136,1,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7312","November",2016,"Cedar Key","CK07",29.10458,-83.08136,2,"TTES","5",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"Sand Mud Shell"
"7313","November",2016,"Cedar Key","CK07",29.10458,-83.08136,2,"SFIL","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7314","November",2016,"Cedar Key","CK07",29.10458,-83.08136,3,"TTES","5",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"Sand Mud Shell"
"7315","November",2016,"Cedar Key","CK07",29.10458,-83.08136,3,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7316","November",2016,"Cedar Key","CK07",29.10458,-83.08136,4,"TTES","5",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"Sand Mud Shell"
"7317","November",2016,"Cedar Key","CK07",29.10458,-83.08136,4,"SFIL","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7318","November",2016,"Cedar Key","CK08",29.11029,-83.08109,1,"SFIL","4",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"Sand Mud"
"7319","November",2016,"Cedar Key","CK08",29.11029,-83.08109,1,"TTES","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7320","November",2016,"Cedar Key","CK08",29.11029,-83.08109,2,"SFIL","4",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"Sand Mud"
"7321","November",2016,"Cedar Key","CK08",29.11029,-83.08109,2,"TTES","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7322","November",2016,"Cedar Key","CK08",29.11029,-83.08109,3,"SFIL","4",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"Sand Mud"
"7323","November",2016,"Cedar Key","CK08",29.11029,-83.08109,3,"TTES","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7324","November",2016,"Cedar Key","CK08",29.11029,-83.08109,4,"SFIL","3",NA,NA,"Seagrass","4","4",NA,"MODERATE",NA,NA,NA,"Sand Mud"
"7325","November",2016,"Cedar Key","CK08",29.11029,-83.08109,4,"TTES","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7326","November",2016,"Cedar Key","CK09",29.11466,-83.07697,1,"TTES","5",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"Sand Mud"
"7327","November",2016,"Cedar Key","CK09",29.11466,-83.07697,1,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7328","November",2016,"Cedar Key","CK09",29.11466,-83.07697,2,"TTES","5",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"Sand Mud"
"7329","November",2016,"Cedar Key","CK09",29.11466,-83.07697,3,"TTES","5",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"Sand Mud"
"7330","November",2016,"Cedar Key","CK09",29.11466,-83.07697,3,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7331","November",2016,"Cedar Key","CK09",29.11466,-83.07697,4,"SFIL","4",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"Sand Mud"
"7332","November",2016,"Cedar Key","CK09",29.11466,-83.07697,4,"TTES","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7333","November",2016,"Cedar Key","CK10",29.09577,-83.02865,1,"TTES","4",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"Mud"
"7334","November",2016,"Cedar Key","CK10",29.09577,-83.02865,1,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"."
"7335","November",2016,"Cedar Key","CK10",29.09577,-83.02865,2,"DRIFT","2",NA,NA,"Algae","4","4",NA,"LIGHT",NA,NA,NA,"Mud"
"7336","November",2016,"Cedar Key","CK10",29.09577,-83.02865,2,"TTES","4",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7337","November",2016,"Cedar Key","CK10",29.09577,-83.02865,3,"DRIFT","1",NA,NA,"Algae","4","4",NA,"LIGHT",NA,NA,NA,"Mud"
"7338","November",2016,"Cedar Key","CK10",29.09577,-83.02865,3,"TTES","4",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7339","November",2016,"Cedar Key","CK10",29.09577,-83.02865,4,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Mud"
"7340","November",2016,"Cedar Key","CK11",29.09841,-83.03444,1,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Mud"
"7341","November",2016,"Cedar Key","CK11",29.09841,-83.03444,2,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Mud"
"7342","November",2016,"Cedar Key","CK11",29.09841,-83.03444,3,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Mud"
"7343","November",2016,"Cedar Key","CK11",29.09841,-83.03444,3,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7344","November",2016,"Cedar Key","CK11",29.09841,-83.03444,4,"TTES","4",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"Mud"
"7345","November",2016,"Cedar Key","CK12",29.0984,-83.02859,1,"HWRI","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7346","November",2016,"Cedar Key","CK12",29.0984,-83.02859,2,"HWRI","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7347","November",2016,"Cedar Key","CK12",29.0984,-83.02859,3,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"Sand Mud"
"7348","November",2016,"Cedar Key","CK12",29.0984,-83.02859,4,"HWRI","2",NA,NA,"Seagrass","2","2",NA,"CLEAN",NA,NA,NA,"Sand Mud"
"7349","November",2016,"Cedar Key","CK13",29.10166,-83.03252,1,"HWRI","3",NA,NA,"Seagrass","3","3",NA,"CLEAN",NA,NA,NA,"Sand Mud"
"7350","November",2016,"Cedar Key","CK13",29.10166,-83.03252,2,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"Sand Mud"
"7351","November",2016,"Cedar Key","CK13",29.10166,-83.03252,3,"HWRI","2",NA,NA,"Seagrass","2","2",NA,"CLEAN",NA,NA,NA,"Sand Mud"
"7352","November",2016,"Cedar Key","CK13",29.10166,-83.03252,4,"HWRI","1",NA,NA,"Seagrass","1","1",NA,"CLEAN",NA,NA,NA,"Sand Mud"
"7353","November",2016,"Cedar Key","CK14",29.08084,-83.05309,1,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7354","November",2016,"Cedar Key","CK14",29.08084,-83.05309,1,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,"."
"7355","November",2016,"Cedar Key","CK14",29.08084,-83.05309,2,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7356","November",2016,"Cedar Key","CK14",29.08084,-83.05309,3,"TTES","4",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7357","November",2016,"Cedar Key","CK14",29.08084,-83.05309,4,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand Mud"
"7358","November",2016,"Cedar Key","CK15",29.08583,-83.06857,1,"HWRI","5",NA,NA,"Seagrass","5","5",NA,"CLEAN",NA,NA,NA,"Sand Mud"
"7359","November",2016,"Cedar Key","CK15",29.08583,-83.06857,2,"HWRI","4",NA,NA,"Seagrass","4","4",NA,"CLEAN",NA,NA,NA,"Sand Mud"
"7360","November",2016,"Cedar Key","CK15",29.08583,-83.06857,3,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"Sand Mud"
"7361","November",2016,"Cedar Key","CK15",29.08583,-83.06857,4,"HWRI","5",NA,NA,"Seagrass","5","5",NA,"CLEAN",NA,NA,NA,"Sand Mud"
"7362","November",2016,"Cedar Key","CK16",29.10689,-83.09766,1,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand"
"7363","November",2016,"Cedar Key","CK16",29.10689,-83.09766,2,"TTES","4",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"Sand"
"7364","November",2016,"Cedar Key","CK16",29.10689,-83.09766,3,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand"
"7365","November",2016,"Cedar Key","CK16",29.10689,-83.09766,4,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Sand"
"7366","November",2016,"Cedar Key","CK17",29.12688,-83.10284,1,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"Sand"
"7367","November",2016,"Cedar Key","CK17",29.12688,-83.10284,2,"HWRI","1",NA,NA,"Seagrass","1","1",NA,"CLEAN",NA,NA,NA,"Sand"
"7368","November",2016,"Cedar Key","CK17",29.12688,-83.10284,3,"HWRI","1",NA,NA,"Seagrass","1","1","1","CLEAN",NA,NA,NA,"Sand"
"7369","November",2016,"Cedar Key","CK17",29.12688,-83.10284,3,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"."
"7370","November",2016,"Cedar Key","CK17",29.12688,-83.10284,4,"HWRI","1",NA,NA,"Seagrass","1","1","1","CLEAN",NA,NA,NA,"Sand"
"7371","November",2016,"Cedar Key","CK17",29.12688,-83.10284,4,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"."
"7372","November",2016,"Cedar Key","CK18",29.13523,-83.10408,1,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"Sand"
"7373","November",2016,"Cedar Key","CK18",29.13523,-83.10408,2,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"Sand"
"7374","November",2016,"Cedar Key","CK18",29.13523,-83.10408,3,"TTES","2",NA,NA,"Seagrass","2","2",NA,"CLEAN",NA,NA,NA,"Sand"
"7375","November",2016,"Cedar Key","CK18",29.13523,-83.10408,4,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"Sand"
"7376","November",2016,"Cedar Key","CK19",29.13709,-83.09472,1,"NGIQ",NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,"Sand"
