"","Reference","Sampling_Date","Gear_Description","Longitude","Latitude","Scientificname","Commonname","Number_pertow","Number_per100sqm","BottomVegCover","Vegetated","TH_Coverage","SY_Coverage","HA_Coverage"
"5118","BBM2013100209",2013-10-09,"6.1m otter trawl",-83.9009,30.004816,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,100,1,50,50,0
"5119","BBM2013100209",2013-10-09,"6.1m otter trawl",-83.9009,30.004816,"Menippe spp.","Stone Crab",1,0.00112430293218205,100,1,50,50,0
"5120","BBM2013100210",2013-10-09,"6.1m otter trawl",-83.915533,30.002516,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,100,1,50,50,0
"5121","BBM2013100301",2013-10-16,"6.1m otter trawl",-83.436683,29.6446,"Menippe spp.","Stone Crab",1,0.00103781809124497,100,1,0,100,0
"5122","BBM2013100305",2013-10-16,"6.1m otter trawl",-83.424533,29.61185,"Menippe spp.","Stone Crab",2,0.00207563618248993,100,1,100,0,0
"5123","BBM2013100305",2013-10-16,"6.1m otter trawl",-83.424533,29.61185,"Argopecten spp.","Scallops",1,0.00103781809124497,100,1,100,0,0
"5124","BBM2013100306",2013-10-16,"6.1m otter trawl",-83.4259,29.61715,"Menippe spp.","Stone Crab",1,0.00134916351861846,100,1,100,0,0
"5125","BBM2013100307",2013-10-16,"6.1m otter trawl",-83.561916,29.672616,"Menippe spp.","Stone Crab",7,0.00787012052527433,100,1,0,100,0
"5126","BBM2013100307",2013-10-16,"6.1m otter trawl",-83.561916,29.672616,"Argopecten spp.","Scallops",9,0.0101187263896384,100,1,0,100,0
"5127","BBM2013100309",2013-10-16,"6.1m otter trawl",-83.587483,29.696416,"Menippe spp.","Stone Crab",5,0.00518909045622483,100,1,100,0,0
"5128","BBM2013100309",2013-10-16,"6.1m otter trawl",-83.587483,29.696416,"Argopecten spp.","Scallops",2,0.00207563618248993,100,1,100,0,0
"5129","BBM2013110102",2013-11-17,"6.1m otter trawl",-84.19115,30.030116,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,100,0,0
"5130","BBM2013110102",2013-11-17,"6.1m otter trawl",-84.19115,30.030116,"Menippe spp.","Stone Crab",3,0.00337290879654614,100,1,100,0,0
"5131","BBM2013110103",2013-11-17,"6.1m otter trawl",-84.114133,30.043283,"Menippe spp.","Stone Crab",1,0.00112430293218205,95,1,28.5,66.5,0
"5132","BBM2013110105",2013-11-17,"6.1m otter trawl",-84.093116,30.069416,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,100,1,100,0,0
"5133","BBM2013110107",2013-11-17,"6.1m otter trawl",-84.159983,30.04945,"Menippe spp.","Stone Crab",1,0.00112430293218205,70,1,70,0,0
"5134","BBM2013110201",2013-11-07,"6.1m otter trawl",-83.5093,29.682533,"Portunus spp.","Portunus Crabs",2,0.00224860586436409,100,1,100,0,0
"5135","BBM2013110202",2013-11-07,"6.1m otter trawl",-83.516016,29.686666,"Portunus spp.","Portunus Crabs",4,0.00449721172872819,100,1,100,0,0
"5136","BBM2013110202",2013-11-07,"6.1m otter trawl",-83.516016,29.686666,"Menippe spp.","Stone Crab",6,0.00674581759309228,100,1,100,0,0
"5137","BBM2013110205",2013-11-07,"6.1m otter trawl",-83.553966,29.692783,"Menippe spp.","Stone Crab",2,0.00224860586436409,50,1,50,0,0
"5138","BBM2013110206",2013-11-07,"6.1m otter trawl",-83.5659,29.6916,"Menippe spp.","Stone Crab",1,0.00112430293218205,50,1,50,0,0
"5139","BBM2013110302",2013-11-18,"6.1m otter trawl",-83.971766,29.986616,"Callinectes sapidus","Blue Crab",1,0.00122651228965314,100,1,50,50,0
"5140","BBM2013110302",2013-11-18,"6.1m otter trawl",-83.971766,29.986616,"Portunus spp.","Portunus Crabs",28,0.034342344110288,100,1,50,50,0
"5141","BBM2013110304",2013-11-18,"6.1m otter trawl",-83.991333,30.030683,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,100,1,70,30,0
"5142","BBM2013110307",2013-11-18,"6.1m otter trawl",-83.907,29.97655,"Portunus spp.","Portunus Crabs",1,0.00122651228965314,100,1,0,100,0
"5143","BBM2014050101",2014-05-21,"6.1m otter trawl",-84.1735,30.043816,"Menippe spp.","Stone Crab",2,0.00224860586436409,75,1,37.5,0,37.5
"5144","BBM2014050103",2014-05-21,"6.1m otter trawl",-84.13705,30.0566,"Callinectes sapidus","Blue Crab",4,0.00449721172872819,100,1,40,60,0
"5145","BBM2014050105",2014-05-21,"6.1m otter trawl",-84.145133,30.0594,"Callinectes sapidus","Blue Crab",5,0.00518909045622483,100,1,30,70,0
"5146","BBM2014050105",2014-05-21,"6.1m otter trawl",-84.145133,30.0594,"Menippe spp.","Stone Crab",1,0.00103781809124497,100,1,30,70,0
"5147","BBM2014050301",2014-05-22,"6.1m otter trawl",-83.44335,29.640183,"Menippe spp.","Stone Crab",1,0.00112430293218205,100,1,80,10,10
"5148","BBM2014050302",2014-05-22,"6.1m otter trawl",-83.426283,29.623266,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,100,1,50,50,0
"5149","BBM2014050303",2014-05-22,"6.1m otter trawl",-83.418133,29.589816,"Callinectes sapidus","Blue Crab",1,0.00122651228965314,100,1,50,50,0
"5150","BBM2014050303",2014-05-22,"6.1m otter trawl",-83.418133,29.589816,"Argopecten irradians","Bay Scallop",1,0.00122651228965314,100,1,50,50,0
"5151","BBM2014050304",2014-05-22,"6.1m otter trawl",-83.43365,29.604683,"Menippe spp.","Stone Crab",2,0.00224860586436409,100,1,30,20,50
"5152","BBM2014050304",2014-05-22,"6.1m otter trawl",-83.43365,29.604683,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,100,1,30,20,50
"5153","BBM2014050305",2014-05-22,"6.1m otter trawl",-83.46055,29.626783,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,50,1,0,0,50
"5154","BBM2014050307",2014-05-22,"6.1m otter trawl",-83.490466,29.678283,"Callinectes sapidus","Blue Crab",1,0.00134916351861846,100,1,80,0,20
"5155","BBM2014050307",2014-05-22,"6.1m otter trawl",-83.490466,29.678283,"Menippe spp.","Stone Crab",1,0.00134916351861846,100,1,80,0,20
"5156","BBM2014050307",2014-05-22,"6.1m otter trawl",-83.490466,29.678283,"Argopecten irradians","Bay Scallop",2,0.00269832703723691,100,1,80,0,20
"5157","BBM2014050308",2014-05-22,"6.1m otter trawl",-83.500183,29.680933,"Menippe spp.","Stone Crab",1,0.00134916351861846,100,1,100,0,0
"5158","BBM2014050309",2014-05-22,"6.1m otter trawl",-83.5396,29.698516,"Argopecten irradians","Bay Scallop",5,0.00613256144826571,100,1,100,0,0
"5159","BBM2014050403",2014-05-21,"6.1m otter trawl",-84.222616,30.066783,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,100,1,0,100,0
"5160","BBM2014050404",2014-05-21,"6.1m otter trawl",-84.226516,30.03885,"Menippe spp.","Stone Crab",2,0.00224860586436409,100,1,80,20,0
"5161","BBM2014050405",2014-05-21,"6.1m otter trawl",-84.257366,30.045683,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,10,90,0
"5162","BBM2014050405",2014-05-21,"6.1m otter trawl",-84.257366,30.045683,"Menippe spp.","Stone Crab",1,0.00112430293218205,100,1,10,90,0
"5163","BBM2014060101",2014-06-17,"6.1m otter trawl",-84.1381,30.045633,"Portunus spp.","Portunus Crabs",1,0.00122651228965314,100,1,80,20,0
"5164","BBM2014060101",2014-06-17,"6.1m otter trawl",-84.1381,30.045633,"Menippe spp.","Stone Crab",8,0.00981209831722514,100,1,80,20,0
"5165","BBM2014060102",2014-06-17,"6.1m otter trawl",-84.1316,30.04685,"Callinectes sapidus","Blue Crab",1,0.00103781809124497,100,1,50,50,0
"5166","BBM2014060102",2014-06-17,"6.1m otter trawl",-84.1316,30.04685,"Menippe spp.","Stone Crab",1,0.00103781809124497,100,1,50,50,0
"5167","BBM2014060103",2014-06-17,"6.1m otter trawl",-84.111483,30.046766,"Menippe spp.","Stone Crab",1,0.00122651228965314,100,1,100,0,0
"5168","BBM2014060105",2014-06-17,"6.1m otter trawl",-84.075983,30.048916,"Callinectes sapidus","Blue Crab",1,0.00103781809124497,100,1,50,50,0
"5169","BBM2014060105",2014-06-17,"6.1m otter trawl",-84.075983,30.048916,"Menippe spp.","Stone Crab",1,0.00103781809124497,100,1,50,50,0
"5170","BBM2014060107",2014-06-17,"6.1m otter trawl",-84.095066,30.054316,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,50,1,25,25,0
"5171","BBM2014060108",2014-06-17,"6.1m otter trawl",-84.11985,30.0544,"Menippe spp.","Stone Crab",1,0.00112430293218205,75,1,37.5,37.5,0
"5172","BBM2014060109",2014-06-17,"6.1m otter trawl",-84.124183,30.0547,"Callinectes sapidus","Blue Crab",7,0.00787012052527433,75,1,37.5,37.5,0
"5173","BBM2014060110",2014-06-17,"6.1m otter trawl",-84.201683,30.077066,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,50,1,0,0,50
"5174","BBM2014060201",2014-06-16,"6.1m otter trawl",-83.43745,29.640966,"Callinectes sapidus","Blue Crab",3,0.00367953686895943,100,1,100,0,0
"5175","BBM2014060201",2014-06-16,"6.1m otter trawl",-83.43745,29.640966,"Argopecten irradians","Bay Scallop",2,0.00245302457930628,100,1,100,0,0
"5176","BBM2014060203",2014-06-16,"6.1m otter trawl",-83.437316,29.62355,"Callinectes sapidus","Blue Crab",1,0.00168645439827307,100,1,50,50,0
"5177","BBM2014060204",2014-06-16,"6.1m otter trawl",-83.432033,29.6032,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,100,1,100,0,0
"5178","BBM2014060206",2014-06-16,"6.1m otter trawl",-83.445166,29.589733,"Argopecten irradians","Bay Scallop",1,0.00168645439827307,100,1,100,0,0
"5179","BBM2014060208",2014-06-16,"6.1m otter trawl",-83.428533,29.5686,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,100,1,50,50,0
"5180","BBM2014060209",2014-06-16,"6.1m otter trawl",-83.437783,29.628766,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,100,1,100,0,0
"5181","BBM2014060209",2014-06-16,"6.1m otter trawl",-83.437783,29.628766,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,100,0,0
"5182","BBM2014060210",2014-06-16,"6.1m otter trawl",-83.437083,29.63705,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,100,1,100,0,0
"5183","BBM2014060304",2014-06-25,"6.1m otter trawl",-83.90655,29.982733,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,100,0,0
"5184","BBM2014060304",2014-06-25,"6.1m otter trawl",-83.90655,29.982733,"Menippe spp.","Stone Crab",1,0.00112430293218205,100,1,100,0,0
"5185","BBM2014060305",2014-06-25,"6.1m otter trawl",-83.8978,29.9575,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,100,0,0
"5186","BBM2014060305",2014-06-25,"6.1m otter trawl",-83.8978,29.9575,"Menippe spp.","Stone Crab",2,0.00224860586436409,100,1,100,0,0
"5187","BBM2014060306",2014-06-25,"6.1m otter trawl",-83.897666,29.953133,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,100,0,0
"5188","BBM2014060307",2014-06-25,"6.1m otter trawl",-83.890383,29.956766,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,100,0,0
"5189","BBM2014060309",2014-06-25,"6.1m otter trawl",-83.875333,29.966933,"Menippe spp.","Stone Crab",1,0.00112430293218205,100,1,0,100,0
"5190","BBM2014060310",2014-06-25,"6.1m otter trawl",-83.876966,29.9697,"Callinectes similis","Lesser Blue Crab",2,0.00224860586436409,100,1,50,50,0
"5191","BBM2014060310",2014-06-25,"6.1m otter trawl",-83.876966,29.9697,"Menippe spp.","Stone Crab",4,0.00449721172872819,100,1,50,50,0
"5192","BBM2014070101",2014-07-23,"6.1m otter trawl",-84.109783,30.051733,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,100,1,100,0,0
"5193","BBM2014070102",2014-07-23,"6.1m otter trawl",-84.10485,30.052233,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,100,0,0
"5194","BBM2014070102",2014-07-23,"6.1m otter trawl",-84.10485,30.052233,"Menippe spp.","Stone Crab",1,0.00112430293218205,100,1,100,0,0
"5195","BBM2014070104",2014-07-23,"6.1m otter trawl",-84.075283,30.070766,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,95,1,95,0,0
"5196","BBM2014070105",2014-07-23,"6.1m otter trawl",-84.14405,30.058916,"Callinectes sapidus","Blue Crab",6,0.00674581759309228,100,1,70,30,0
"5197","BBM2014070105",2014-07-23,"6.1m otter trawl",-84.14405,30.058916,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,100,1,70,30,0
"5198","BBM2014070106",2014-07-23,"6.1m otter trawl",-84.179133,30.06045,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,95,1,66.5,28.5,0
"5199","BBM2014070107",2014-07-23,"6.1m otter trawl",-84.226433,30.065,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,100,1,30,70,0
"5200","BBM2014070108",2014-07-23,"6.1m otter trawl",-84.235833,30.057683,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,50,1,0,25,25
"5201","BBM2014070108",2014-07-23,"6.1m otter trawl",-84.235833,30.057683,"Portunus spp.","Portunus Crabs",3,0.00337290879654614,50,1,0,25,25
"5202","BBM2014070109",2014-07-23,"6.1m otter trawl",-84.23935,30.046933,"Callinectes sapidus","Blue Crab",3,0.00337290879654614,90,1,90,0,0
"5203","BBM2014070109",2014-07-23,"6.1m otter trawl",-84.23935,30.046933,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,90,1,90,0,0
"5204","BBM2014070109",2014-07-23,"6.1m otter trawl",-84.23935,30.046933,"Argopecten irradians","Bay Scallop",3,0.00337290879654614,90,1,90,0,0
"5205","BBM2014070201",2014-07-15,"6.1m otter trawl",-83.438133,29.639333,"Argopecten irradians","Bay Scallop",4,0.00449721172872819,80,1,40,0,40
"5206","BBM2014070301",2014-07-18,"6.1m otter trawl",-83.59405,29.690433,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,100,1,50,50,0
"5207","BBM2014070301",2014-07-18,"6.1m otter trawl",-83.59405,29.690433,"Portunus spp.","Portunus Crabs",3,0.00337290879654614,100,1,50,50,0
"5208","BBM2014070302",2014-07-18,"6.1m otter trawl",-83.560583,29.670866,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,0,100,0
"5209","BBM2014070303",2014-07-18,"6.1m otter trawl",-83.497533,29.676816,"Argopecten irradians","Bay Scallop",1,0.00122651228965314,60,1,36,6,18
"5210","BBM2014070304",2014-07-18,"6.1m otter trawl",-83.437183,29.5741,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,100,1,100,0,0
"5211","BBM2014070305",2014-07-18,"6.1m otter trawl",-83.428133,29.573066,"Argopecten irradians","Bay Scallop",26,0.0292318762367332,60,1,60,0,0
"5212","BBM2014070306",2014-07-18,"6.1m otter trawl",-83.436083,29.5785,"Argopecten irradians","Bay Scallop",1,0.00149907057624273,50,1,40,5,5
"5213","BBM2014070307",2014-07-18,"6.1m otter trawl",-83.4223,29.5989,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,100,1,40,60,0
"5214","BBM2014070307",2014-07-18,"6.1m otter trawl",-83.4223,29.5989,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,100,1,40,60,0
"5215","BBM2014070308",2014-07-18,"6.1m otter trawl",-83.426283,29.616116,"Callinectes similis","Lesser Blue Crab",1,0.00103781809124497,50,1,45,0,5
"5216","BBM2014070308",2014-07-18,"6.1m otter trawl",-83.426283,29.616116,"Menippe spp.","Stone Crab",1,0.00103781809124497,50,1,45,0,5
"5217","BBM2014070309",2014-07-18,"6.1m otter trawl",-83.4263,29.62065,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,50,1,40,0,10
"5218","BBM2014070404",2014-07-22,"6.1m otter trawl",-84.003333,30.03725,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,50,50,0
"5219","BBM2014070406",2014-07-22,"6.1m otter trawl",-84.015916,30.023883,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,50,1,25,25,0
"5220","BBM2014070408",2014-07-22,"6.1m otter trawl",-83.97375,29.996716,"Callinectes similis","Lesser Blue Crab",2,0.00245302457930628,50,1,25,25,0
"5221","BBM2014070408",2014-07-22,"6.1m otter trawl",-83.97375,29.996716,"Portunus spp.","Portunus Crabs",4,0.00490604915861257,50,1,25,25,0
"5222","BBM2014070409",2014-07-22,"6.1m otter trawl",-83.966333,29.993533,"Callinectes similis","Lesser Blue Crab",3,0.00367953686895943,100,1,50,50,0
"5223","BBM2014070409",2014-07-22,"6.1m otter trawl",-83.966333,29.993533,"Portunus spp.","Portunus Crabs",6,0.00735907373791885,100,1,50,50,0
"5224","BBM2014070409",2014-07-22,"6.1m otter trawl",-83.966333,29.993533,"Argopecten irradians","Bay Scallop",1,0.00122651228965314,100,1,50,50,0
"5225","BBM2014070410",2014-07-22,"6.1m otter trawl",-83.951066,29.9969,"Portunus spp.","Portunus Crabs",1,0.00134916351861846,50,1,25,25,0
"5226","BBM2014080101",2014-08-21,"6.1m otter trawl",-84.2518,30.060933,"Portunus spp.","Portunus Crabs",1,0.00103781809124497,100,1,20,80,0
"5227","BBM2014080101",2014-08-21,"6.1m otter trawl",-84.2518,30.060933,"Menippe spp.","Stone Crab",2,0.00207563618248993,100,1,20,80,0
"5228","BBM2014080102",2014-08-21,"6.1m otter trawl",-84.2386,30.051383,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,20,80,0
"5229","BBM2014080103",2014-08-21,"6.1m otter trawl",-84.226933,30.045583,"Callinectes sapidus","Blue Crab",5,0.00518909045622483,100,1,50,50,0
"5230","BBM2014080104",2014-08-21,"6.1m otter trawl",-84.18865,30.048816,"Callinectes sapidus","Blue Crab",16,0.0179888469149128,100,1,50,50,0
"5231","BBM2014080104",2014-08-21,"6.1m otter trawl",-84.18865,30.048816,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,50,50,0
"5232","BBM2014080202",2014-08-19,"6.1m otter trawl",-83.971666,30.040533,"Callinectes sapidus","Blue Crab",1,0.00122651228965314,100,1,40,40,20
"5233","BBM2014080210",2014-08-19,"6.1m otter trawl",-83.902633,30.000683,"Callinectes sapidus","Blue Crab",7,0.00787012052527433,75,1,0,22.5,52.5
"5234","BBM2014080210",2014-08-19,"6.1m otter trawl",-83.902633,30.000683,"Portunus spp.","Portunus Crabs",2,0.00224860586436409,75,1,0,22.5,52.5
"5235","BBM2014080210",2014-08-19,"6.1m otter trawl",-83.902633,30.000683,"Menippe spp.","Stone Crab",2,0.00224860586436409,75,1,0,22.5,52.5
"5236","BBM2014080301",2014-08-21,"6.1m otter trawl",-83.472433,29.670116,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,100,1,70,30,0
"5237","BBM2014080302",2014-08-21,"6.1m otter trawl",-83.493516,29.68005,"Callinectes sapidus","Blue Crab",2,0.00245302457930628,100,1,100,0,0
"5238","BBM2014080302",2014-08-21,"6.1m otter trawl",-83.493516,29.68005,"Argopecten irradians","Bay Scallop",19,0.0233037335034097,100,1,100,0,0
"5239","BBM2014080303",2014-08-21,"6.1m otter trawl",-83.49835,29.69015,"Callinectes sapidus","Blue Crab",3,0.00367953686895943,100,1,100,0,0
"5240","BBM2014080303",2014-08-21,"6.1m otter trawl",-83.49835,29.69015,"Argopecten irradians","Bay Scallop",2,0.00245302457930628,100,1,100,0,0
"5241","BBM2014080304",2014-08-21,"6.1m otter trawl",-83.5363,29.69695,"Argopecten irradians","Bay Scallop",2,0.00224860586436409,100,1,100,0,0
"5242","BBM2014080306",2014-08-21,"6.1m otter trawl",-83.59125,29.696916,"Argopecten irradians","Bay Scallop",1,0.00122651228965314,100,1,100,0,0
"5243","BBM2014080308",2014-08-21,"6.1m otter trawl",-83.421116,29.612866,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,100,1,70,30,0
"5244","BBM2014080308",2014-08-21,"6.1m otter trawl",-83.421116,29.612866,"Menippe spp.","Stone Crab",1,0.00112430293218205,100,1,70,30,0
"5245","BBM2014080401",2014-08-21,"6.1m otter trawl",-84.129083,30.042916,"Argopecten irradians","Bay Scallop",1,0.00103781809124497,50,1,50,0,0
"5246","BBM2014080403",2014-08-21,"6.1m otter trawl",-84.101966,30.0575,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,100,1,100,0,0
"5247","BBM2014080403",2014-08-21,"6.1m otter trawl",-84.101966,30.0575,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,100,1,100,0,0
"5248","BBM2014080406",2014-08-21,"6.1m otter trawl",-84.13415,30.067216,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,100,1,100,0,0
"5249","BBM2014090102",2014-09-18,"6.1m otter trawl",-84.092216,30.05205,"Portunus spp.","Portunus Crabs",5,0.00562151466091024,100,1,50,50,0
"5250","BBM2014090102",2014-09-18,"6.1m otter trawl",-84.092216,30.05205,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,100,1,50,50,0
"5251","BBM2014090103",2014-09-18,"6.1m otter trawl",-84.099633,30.062783,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,20,80,0
"5252","BBM2014090103",2014-09-18,"6.1m otter trawl",-84.099633,30.062783,"Argopecten irradians","Bay Scallop",3,0.00337290879654614,100,1,20,80,0
"5253","BBM2014090105",2014-09-18,"6.1m otter trawl",-84.16145,30.0473,"Menippe spp.","Stone Crab",1,0.00112430293218205,100,1,50,50,0
"5254","BBM2014090202",2014-09-18,"6.1m otter trawl",-83.990333,30.0402,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,100,1,50,50,0
"5255","BBM2014090202",2014-09-18,"6.1m otter trawl",-83.990333,30.0402,"Portunus spp.","Portunus Crabs",3,0.00337290879654614,100,1,50,50,0
"5256","BBM2014090202",2014-09-18,"6.1m otter trawl",-83.990333,30.0402,"Menippe spp.","Stone Crab",4,0.00449721172872819,100,1,50,50,0
"5257","BBM2014090304",2014-09-19,"6.1m otter trawl",-83.436866,29.622583,"Argopecten irradians","Bay Scallop",6,0.00735907373791885,100,1,80,20,0
"5258","BBM2014090305",2014-09-19,"6.1m otter trawl",-83.437466,29.567566,"Menippe spp.","Stone Crab",2,0.00224860586436409,100,1,100,0,0
"5259","BBM2014090305",2014-09-19,"6.1m otter trawl",-83.437466,29.567566,"Argopecten irradians","Bay Scallop",2,0.00224860586436409,100,1,100,0,0
"5260","BBM2014090306",2014-09-19,"6.1m otter trawl",-83.427966,29.576966,"Argopecten irradians","Bay Scallop",34,0.0382262996941896,100,1,100,0,0
"5261","BBM2014090307",2014-09-19,"6.1m otter trawl",-83.43005,29.5864,"Argopecten irradians","Bay Scallop",44,0.0456639960147785,100,1,100,0,0
"5262","BBM2014090308",2014-09-19,"6.1m otter trawl",-83.432916,29.595633,"Menippe spp.","Stone Crab",1,0.00112430293218205,100,1,100,0,0
"5263","BBM2014090308",2014-09-19,"6.1m otter trawl",-83.432916,29.595633,"Argopecten irradians","Bay Scallop",3,0.00337290879654614,100,1,100,0,0
"5264","BBM2014090401",2014-09-18,"6.1m otter trawl",-84.234816,30.057616,"Callinectes sapidus","Blue Crab",1,0.00103781809124497,100,1,0,100,0
"5265","BBM2014090404",2014-09-18,"6.1m otter trawl",-84.189416,30.049033,"Callinectes sapidus","Blue Crab",5,0.00562151466091024,100,1,50,50,0
"5266","BBM2014100102",2014-10-08,"6.1m otter trawl",-84.220666,30.066216,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,75,1,7.5,60,7.5
"5267","BBM2014100206",2014-10-22,"6.1m otter trawl",-83.5658,29.69235,"Portunus spp.","Portunus Crabs",9,0.0101187263896384,50,1,25,25,0
"5268","BBM2014100207",2014-10-22,"6.1m otter trawl",-83.440866,29.640933,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,100,0,0
"5269","BBM2014100209",2014-10-22,"6.1m otter trawl",-83.438466,29.625866,"Callinectes sapidus","Blue Crab",1,0.00122651228965314,100,1,50,50,0
"5270","BBM2014100210",2014-10-22,"6.1m otter trawl",-83.431716,29.6275,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,80,1,40,40,0
"5271","BBM2014100210",2014-10-22,"6.1m otter trawl",-83.431716,29.6275,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,80,1,40,40,0
"5272","BBM2014100303",2014-10-23,"6.1m otter trawl",-83.970216,30.02075,"Menippe spp.","Stone Crab",1,0.00112430293218205,100,1,50,50,0
"5273","BBM2014100308",2014-10-23,"6.1m otter trawl",-83.882433,29.991616,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,100,1,50,50,0
"5274","BBM2014100309",2014-10-23,"6.1m otter trawl",-83.879466,29.987916,"Callinectes sapidus","Blue Crab",5,0.00562151466091024,100,1,50,50,0
"5275","BBM2014100309",2014-10-23,"6.1m otter trawl",-83.879466,29.987916,"Portunus spp.","Portunus Crabs",3,0.00337290879654614,100,1,50,50,0
"5276","BBM2014100310",2014-10-23,"6.1m otter trawl",-83.87255,29.97415,"Portunus spp.","Portunus Crabs",2,0.00224860586436409,100,1,50,50,0
"5277","BBM2014100401",2014-10-08,"6.1m otter trawl",-84.145566,30.049,"Menippe spp.","Stone Crab",1,0.00112430293218205,100,1,100,0,0
"5278","BBM2014100403",2014-10-08,"6.1m otter trawl",-84.087133,30.049083,"Portunus spp.","Portunus Crabs",6,0.00674581759309228,50,1,25,25,0
"5279","BBM2014100403",2014-10-08,"6.1m otter trawl",-84.087133,30.049083,"Menippe spp.","Stone Crab",2,0.00224860586436409,50,1,25,25,0
"5280","BBM2014100404",2014-10-08,"6.1m otter trawl",-84.093466,30.06765,"Argopecten irradians","Bay Scallop",3,0.00337290879654614,100,1,100,0,0
"5281","BBM2014100405",2014-10-08,"6.1m otter trawl",-84.137316,30.065116,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,100,1,100,0,0
"5282","BBM2014110101",2014-11-06,"6.1m otter trawl",-84.219,30.053633,"Menippe spp.","Stone Crab",1,0.00103781809124497,50,1,20,10,20
"5283","BBM2014110105",2014-11-06,"6.1m otter trawl",-84.175666,30.065183,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,100,1,50,50,0
"5284","BBM2014110203",2014-11-12,"6.1m otter trawl",-83.536683,29.698566,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,50,50,0
"5285","BBM2014110204",2014-11-12,"6.1m otter trawl",-83.572133,29.689816,"Portunus spp.","Portunus Crabs",4,0.00449721172872819,80,1,40,40,0
"5286","BBM2014110301",2014-11-20,"6.1m otter trawl",-83.9604,30.037133,"Callinectes sapidus","Blue Crab",1,0.00134916351861846,80,1,8,48,24
"5287","BBM2014110307",2014-11-20,"6.1m otter trawl",-83.9135,29.992,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,100,1,50,50,0
"5288","BBM2014110307",2014-11-20,"6.1m otter trawl",-83.9135,29.992,"Menippe spp.","Stone Crab",1,0.00112430293218205,100,1,50,50,0
"5289","BBM2014110308",2014-11-20,"6.1m otter trawl",-83.908983,29.98255,"Menippe spp.","Stone Crab",1,0.00112430293218205,50,1,0,50,0
"5290","BBM2014110310",2014-11-20,"6.1m otter trawl",-83.899266,29.97375,"Portunus spp.","Portunus Crabs",1,0.00122651228965314,80,1,80,0,0
"5291","BBM2014110403",2014-11-06,"6.1m otter trawl",-84.140383,30.049166,"Menippe spp.","Stone Crab",2,0.00224860586436409,60,1,60,0,0
