"","NODCCODE","Scientificname","Commonname","Reference","Sampling_Date","Gear_Description","Longitude","Latitude","depth","BottomVegCover","Vegetated","Effort","Number_pertow","Number_per100sqm"
"640","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008080705",2008-08-11,"183m seine",-82.268283,26.8022,1.2,100,1,41.2,6,0.145631067961165
"641","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008080804",2008-08-06,"6.1m otter trawl",-82.235367,26.7683,1.7,100,1,889.44,3,0.00337290879654614
"642","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008080807",2008-08-06,"6.1m otter trawl",-82.26085,26.80105,2.3,NA,NA,1630.64,1,0.000613256144826571
"643","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008080808",2008-08-06,"6.1m otter trawl",-82.265483,26.821217,2,NA,1,889.44,6,0.00674581759309228
"644","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008080905",2008-08-27,"6.1m otter trawl",-82.182033,26.70545,1.6,90,1,889.44,2,0.00224860586436409
"645","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008080906",2008-08-27,"6.1m otter trawl",-82.177,26.71085,2.3,70,1,889.44,1,0.00112430293218205
"646","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008081001",2008-08-04,"183m seine",-82.134583,26.712183,1.4,100,1,41.2,2,0.0485436893203883
"647","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008081105",2008-08-28,"6.1m otter trawl",-82.19735,26.662983,1.8,NA,1,889.44,1,0.00112430293218205
"648","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008081106",2008-08-28,"6.1m otter trawl",-82.21255,26.653067,1.6,70,1,889.44,1,0.00112430293218205
"649","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008081304",2008-08-14,"6.1m otter trawl",-82.196017,26.6271,3,NA,NA,1630.64,1,0.000613256144826571
"650","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008081403",2008-08-27,"6.1m otter trawl",-82.173417,26.59995,1.5,NA,1,889.44,1,0.00112430293218205
"651","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008081406",2008-08-27,"6.1m otter trawl",-82.140367,26.5467,2.4,NA,NA,1630.64,1,0.000613256144826571
"652","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008081501",2008-08-07,"183m seine",-82.14765,26.5858,1.3,95,1,41.2,2,0.0485436893203883
"653","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008081603",2008-08-26,"6.1m otter trawl",-82.084583,26.466617,2.4,NA,NA,1630.64,2,0.00122651228965314
"654","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008090403",2008-09-15,"21.3m seine",-82.06755,26.797883,0.7,80,1,1.4,5,3.57142857142857
"655","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008090704",2008-09-05,"183m seine",-82.261033,26.780667,1.2,100,1,41.2,2,0.0485436893203883
"656","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008090705",2008-09-05,"183m seine",-82.266167,26.820983,1.1,90,1,41.2,17,0.412621359223301
"657","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008091006",2008-09-19,"21.3m seine",-82.200217,26.7013,0.6,100,1,1.4,1,0.714285714285714
"658","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008091101",2008-09-16,"183m seine",-82.189867,26.710433,1.2,90,1,41.2,1,0.0242718446601942
"659","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008091202",2008-09-08,"6.1m otter trawl",-82.217317,26.63545,1.8,100,1,1630.64,1,0.000613256144826571
"660","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008091206",2008-09-08,"6.1m otter trawl",-82.206633,26.653067,1.8,NA,1,889.44,1,0.00112430293218205
"661","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008091306",2008-09-04,"6.1m otter trawl",-82.185167,26.56395,1.9,100,1,889.44,12,0.0134916351861846
"662","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008091307",2008-09-04,"6.1m otter trawl",-82.162217,26.592333,1.4,100,1,889.44,1,0.00112430293218205
"663","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008091401",2008-09-04,"183m seine",-82.214783,26.601783,1.3,50,1,41.2,11,0.266990291262136
"664","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008091403",2008-09-04,"183m seine",-82.200117,26.560533,1.8,20,1,41.2,1,0.0242718446601942
"665","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008091404",2008-09-04,"183m seine",-82.186083,26.537067,1.2,40,1,41.2,9,0.218446601941748
"666","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008091603",2008-09-23,"183m seine",-82.11475,26.489383,1.2,100,1,41.2,1,0.0242718446601942
"667","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008100508",2008-10-06,"6.1m otter trawl",-82.279767,26.8226,1.2,NA,1,889.44,1,0.00112430293218205
"668","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008101003",2008-10-16,"6.1m otter trawl",-82.2196,26.68345,1.3,100,1,889.44,1,0.00112430293218205
"669","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008101101",2008-10-02,"183m seine",-82.231867,26.684333,1.3,90,1,41.2,2,0.0485436893203883
"670","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008101301",2008-10-09,"21.3m seine",-82.192133,26.561933,1,80,1,1.4,2,1.42857142857143
"671","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008101302",2008-10-09,"6.1m otter trawl",-82.1959,26.565533,1.5,NA,1,889.44,2,0.00224860586436409
"672","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008101307",2008-10-09,"6.1m otter trawl",-82.177517,26.590817,2.7,NA,NA,1630.64,1,0.000613256144826571
"673","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008101503",2008-10-07,"183m seine",-82.16325,26.51265,0.9,100,1,41.2,3,0.0728155339805825
"674","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008110501",2008-11-17,"21.3m seine",-82.14815,26.788183,0.7,70,1,1.4,3,2.14285714285714
"675","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008110601",2008-11-26,"183m seine",-82.263717,26.815483,1.2,100,1,41.2,4,0.0970873786407767
"676","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008110602",2008-11-26,"183m seine",-82.262683,26.811667,1.9,70,1,41.2,2,0.0485436893203883
"677","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008110605",2008-11-26,"183m seine",-82.270267,26.824617,2.2,70,1,41.2,13,0.315533980582524
"678","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008110702",2008-11-12,"21.3m seine",-82.184583,26.772267,0.3,100,1,1.4,5,3.57142857142857
"679","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008110805",2008-11-17,"6.1m otter trawl",-82.202267,26.7702,1,90,1,889.44,1,0.00112430293218205
"680","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008110806",2008-11-17,"6.1m otter trawl",-82.216767,26.767583,1,100,1,889.44,1,0.00112430293218205
"681","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008110807",2008-11-17,"6.1m otter trawl",-82.254417,26.782917,1.5,80,1,889.44,1,0.00112430293218205
"682","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008110904",2008-11-10,"21.3m seine",-82.119517,26.6922,0.7,100,1,1.4,1,0.714285714285714
"683","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008111101",2008-11-13,"6.1m otter trawl",-82.184967,26.714767,2,60,1,889.44,1,0.00112430293218205
"684","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008111104",2008-11-13,"21.3m seine",-82.242667,26.697833,0.9,80,1,1.4,2,1.42857142857143
"685","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008111106",2008-11-13,"6.1m otter trawl",-82.171017,26.661683,2.1,70,1,1630.64,1,0.000613256144826571
"686","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008111204",2008-11-14,"183m seine",-82.218183,26.658617,2,80,1,41.2,2,0.0485436893203883
"687","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2008111205",2008-11-14,"183m seine",-82.2322,26.684533,2,85,1,41.2,1,0.0242718446601942
"688","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009010502",2009-01-05,"6.1m otter trawl",-82.25175,26.756233,1.8,NA,NA,1704.76,1,0.000586592834181938
"689","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009010904",2009-01-22,"183m seine",-82.183283,26.695267,0.8,95,1,41.2,1,0.0242718446601942
"690","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009011007",2009-01-08,"6.1m otter trawl",-82.1808,26.62195,1.8,NA,NA,889.44,3,0.00337290879654614
"691","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009011202",2009-01-06,"183m seine",-82.191367,26.545533,1.6,80,1,41.2,2,0.0485436893203883
"692","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009011503",2009-01-26,"183m seine",-82.145583,26.478333,1.1,30,1,41.2,1,0.0242718446601942
"693","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009020502",2009-02-18,"183m seine",-82.180833,26.775883,1.3,40,1,41.2,1,0.0242718446601942
"694","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009020601",2009-02-24,"6.1m otter trawl",-82.258817,26.80635,2.5,NA,NA,741.2,1,0.00134916351861846
"695","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009020602",2009-02-24,"6.1m otter trawl",-82.249433,26.7905,2.3,NA,NA,1630.64,1,0.000613256144826571
"696","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009020607",2009-02-24,"21.3m seine",-82.267917,26.79615,0.7,100,1,1.4,1,0.714285714285714
"697","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009020903",2009-02-16,"183m seine",-82.192117,26.628967,0.9,90,1,41.2,1,0.0242718446601942
"698","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009021007",2009-02-17,"6.1m otter trawl",-82.199633,26.649967,2.8,0,0,889.44,1,0.00112430293218205
"699","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009021105",2009-02-12,"6.1m otter trawl",-82.200417,26.58485,1.8,NA,NA,1630.64,4,0.00245302457930628
"700","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009030901",2009-03-02,"183m seine",-82.210167,26.667717,2.5,90,1,41.2,12,0.29126213592233
"701","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009031004",2009-03-24,"6.1m otter trawl",-82.21305,26.674933,2.2,NA,NA,889.44,1,0.00112430293218205
"702","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009031102",2009-03-06,"6.1m otter trawl",-82.191617,26.5966,1.8,NA,1,592.96,1,0.00168645439827307
"703","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009040503",2009-04-13,"183m seine",-82.273083,26.802367,1.1,90,1,41.2,2,0.0485436893203883
"704","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009040902",2009-04-21,"21.3m seine",-82.178483,26.675167,0.7,100,1,1.4,1,0.714285714285714
"705","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009050502",2009-05-01,"21.3m seine",-82.256983,26.733967,0.7,100,1,1.4,1,0.714285714285714
"706","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009050503",2009-05-01,"183m seine",-82.269417,26.79635,1.3,100,1,41.2,3,0.0728155339805825
"707","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009050701",2009-05-21,"6.1m otter trawl",-82.249367,26.790317,3,0,0,1630.64,5,0.00306628072413286
"708","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009050702",2009-05-21,"6.1m otter trawl",-82.2454,26.774017,2.4,NA,NA,1630.64,1,0.000613256144826571
"709","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009050703",2009-05-21,"6.1m otter trawl",-82.249283,26.7605,2.4,NA,1,1630.64,2,0.00122651228965314
"710","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009051102",2009-05-21,"183m seine",-82.216633,26.676383,1.2,90,1,41.2,82,1.99029126213592
"711","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009051201",2009-05-26,"183m seine",-82.146683,26.586283,2.2,95,1,41.2,1,0.0242718446601942
"712","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009051202",2009-05-26,"183m seine",-82.202217,26.582667,1.3,80,1,41.2,14,0.339805825242718
"713","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009051203",2009-05-26,"183m seine",-82.221533,26.616483,1.9,10,1,41.2,25,0.606796116504854
"714","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009051204",2009-05-26,"183m seine",-82.191533,26.6293,1.5,80,1,41.2,8,0.194174757281553
"715","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009051304",2009-05-05,"6.1m otter trawl",-82.206917,26.5896,1.4,100,1,889.44,4,0.00449721172872819
"716","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009051308",2009-05-05,"6.1m otter trawl",-82.200283,26.661467,1.1,NA,1,889.44,10,0.0112430293218205
"717","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009051403",2009-05-08,"6.1m otter trawl",-82.183967,26.554833,1.6,80,1,815.32,5,0.00613256144826571
"718","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009051405",2009-05-08,"6.1m otter trawl",-82.162683,26.591617,1.5,100,1,889.44,22,0.024734664508005
"719","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009060505",2009-06-05,"6.1m otter trawl",-82.248167,26.788767,2.2,NA,NA,1630.64,2,0.00122651228965314
"720","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009060506",2009-06-05,"6.1m otter trawl",-82.265967,26.81395,1.5,95,1,889.44,20,0.0224860586436409
"721","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009060507",2009-06-05,"6.1m otter trawl",-82.268717,26.81135,2.6,NA,NA,1630.64,3,0.00183976843447971
"722","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009061003",2009-06-19,"6.1m otter trawl",-82.191567,26.678967,1.6,100,1,889.44,1,0.00112430293218205
"723","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009061005",2009-06-19,"6.1m otter trawl",-82.235583,26.69085,2.7,0,0,1630.64,6,0.00367953686895943
"724","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009061101",2009-06-12,"183m seine",-82.199,26.667333,2.4,40,1,41.2,26,0.631067961165048
"725","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009061102",2009-06-12,"183m seine",-82.201317,26.689917,1.5,90,1,41.2,31,0.752427184466019
"726","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009061104",2009-06-12,"183m seine",-82.19485,26.636683,1.3,95,1,41.2,33,0.800970873786408
"727","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009061201",2009-06-11,"183m seine",-82.18045,26.602133,2.2,90,1,41.2,54,1.31067961165049
"728","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009061205",2009-06-11,"183m seine",-82.191767,26.629667,1,90,1,41.2,1,0.0242718446601942
"729","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009061504",2009-06-18,"183m seine",-82.1523,26.487433,1.5,95,1,41.2,1,0.0242718446601942
"730","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009070603",2009-07-01,"183m seine",-82.2695,26.802833,1.5,95,1,41.2,19,0.461165048543689
"731","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009070604",2009-07-01,"183m seine",-82.26505,26.81655,1.4,95,1,41.2,5,0.121359223300971
"732","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009070904",2009-07-01,"6.1m otter trawl",-82.202566,26.703733,2.5,NA,NA,1630.64,5,0.00306628072413286
"733","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009070905",2009-07-01,"6.1m otter trawl",-82.203733,26.699933,1.9,NA,1,1630.64,14,0.008585586027572
"734","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009070908",2009-07-01,"6.1m otter trawl",-82.1925,26.6988,1.8,NA,1,889.44,4,0.00449721172872819
"735","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009071106",2009-07-07,"6.1m otter trawl",-82.2256,26.6367,1.2,95,1,889.44,1,0.00112430293218205
"736","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009071203",2009-07-02,"183m seine",-82.218716,26.62305,1.4,70,1,41.2,11,0.266990291262136
"737","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009071301",2009-07-13,"6.1m otter trawl",-82.141016,26.559983,2.1,NA,NA,889.44,1,0.00112430293218205
"738","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009081006",2009-08-24,"6.1m otter trawl",-82.206633,26.699816,2,NA,1,1630.64,6,0.00367953686895943
"739","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009081303",2009-08-18,"183m seine",-82.2208,26.617983,2.1,20,1,41.2,1,0.0242718446601942
"740","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009090403",2009-09-10,"183m seine",-82.266016,26.820766,0.7,95,1,41.2,8,0.194174757281553
"741","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009090508",2009-09-14,"6.1m otter trawl",-82.2797,26.8224,1.6,65,1,889.44,1,0.00112430293218205
"742","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009091007",2009-09-18,"6.1m otter trawl",-82.205466,26.693533,3,100,1,889.44,1,0.00112430293218205
"743","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009091101",2009-09-08,"183m seine",-82.21925,26.6402,1.8,85,1,41.2,2,0.0485436893203883
"744","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009091102",2009-09-08,"183m seine",-82.216783,26.63565,1.4,80,1,41.2,3,0.0728155339805825
"745","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009091201",2009-09-15,"6.1m otter trawl",-82.179,26.594683,2.3,100,1,889.44,2,0.00224860586436409
"746","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009100605",2009-10-12,"183m seine",-82.271083,26.821733,1.4,60,1,41.2,23,0.558252427184466
"747","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009100702",2009-10-08,"6.1m otter trawl",-82.26725,26.808966,1.8,70,1,889.44,4,0.00449721172872819
"748","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009100803",2009-10-28,"183m seine",-82.162433,26.719133,2.4,75,1,41.2,2,0.0485436893203883
"749","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009101101",2009-10-02,"183m seine",-82.216916,26.690766,1.9,100,1,41.2,1,0.0242718446601942
"750","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009101303",2009-10-09,"6.1m otter trawl",-82.186833,26.57155,1.9,NA,NA,1630.64,1,0.000613256144826571
"751","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009102201",2009-10-15,"183m seine",-82.19415,26.636316,0.8,85,1,41.2,1,0.0242718446601942
"752","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009102202",2009-10-15,"183m seine",-82.218783,26.657733,2.5,85,1,41.2,3,0.0728155339805825
"753","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009110701",2009-11-20,"6.1m otter trawl",-82.280733,26.825283,1.1,50,1,889.44,10,0.0112430293218205
"754","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009110702",2009-11-20,"21.3m seine",-82.27695,26.81665,0.3,100,1,1.4,1,0.714285714285714
"755","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009110803",2009-11-02,"183m seine",-82.206683,26.766133,1.4,80,1,41.2,1,0.0242718446601942
"756","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009111004",2009-11-17,"21.3m seine",-82.174866,26.706216,0.5,95,1,1.4,1,0.714285714285714
"757","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009111202",2009-11-05,"6.1m otter trawl",-82.193283,26.626216,2.2,100,1,889.44,1,0.00112430293218205
"758","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009111403",2009-11-16,"183m seine",-82.196666,26.558233,2.2,70,1,41.2,7,0.169902912621359
"759","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2009120904",2009-12-21,"21.3m seine",-82.081916,26.700516,0.4,95,1,1.4,1,0.714285714285714
"760","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010010904",2010-01-13,"6.1m otter trawl",-82.243366,26.683683,1.8,NA,NA,1630.64,1,0.000613256144826571
"761","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010011003",2010-01-08,"21.3m seine",-82.177166,26.63315,0.7,70,1,1.4,1,0.714285714285714
"762","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010020906",2010-02-23,"6.1m otter trawl",-82.1985,26.634333,1.9,NA,NA,1630.64,1,0.000613256144826571
"763","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010021002",2010-02-05,"183m seine",-82.22695,26.6787,2,80,1,41.2,1,0.0242718446601942
"764","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010040606",2010-04-13,"6.1m otter trawl",-82.107333,26.682383,2.1,NA,NA,1630.64,1,0.000613256144826571
"765","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010040901",2010-04-22,"183m seine",-82.239733,26.689233,2.2,40,1,41.2,2,0.0485436893203883
"766","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010040902",2010-04-22,"183m seine",-82.240883,26.680133,1.8,50,1,41.2,1,0.0242718446601942
"767","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010050905",2010-05-13,"6.1m otter trawl",-82.220866,26.77165,1.4,100,1,889.44,1,0.00112430293218205
"768","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010050907",2010-05-13,"6.1m otter trawl",-82.24015,26.753566,2.7,NA,NA,1334.16,2,0.00149907057624273
"769","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010051003",2010-05-10,"6.1m otter trawl",-82.1733,26.71025,1.6,100,1,889.44,1,0.00112430293218205
"770","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010051303",2010-05-11,"183m seine",-82.2016,26.580183,2.1,80,1,41.2,1,0.0242718446601942
"771","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010051401",2010-05-06,"6.1m otter trawl",-82.137216,26.568883,2,100,1,889.44,1,0.00112430293218205
"772","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010051606",2010-05-20,"6.1m otter trawl",-82.132833,26.504783,2.7,NA,NA,1630.64,1,0.000613256144826571
"773","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010060601",2010-06-15,"183m seine",-82.267033,26.811533,1.4,80,1,41.2,5,0.121359223300971
"774","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010060701",2010-06-03,"6.1m otter trawl",-82.22705,26.768533,2.3,70,1,1556.52,2,0.00128491763677948
"775","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010060702",2010-06-03,"6.1m otter trawl",-82.230883,26.7633,2.6,60,1,889.44,1,0.00112430293218205
"776","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010060704",2010-06-03,"6.1m otter trawl",-82.244316,26.753733,2.5,70,1,889.44,35,0.0393506026263716
"777","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010061006",2010-06-21,"6.1m otter trawl",-82.181983,26.674233,2.2,100,1,889.44,1,0.00112430293218205
"778","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010061202",2010-06-22,"6.1m otter trawl",-82.195933,26.606933,2.1,20,1,1630.64,7,0.004292793013786
"779","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010061401",2010-06-10,"6.1m otter trawl",-82.146066,26.550016,2.2,100,1,889.44,13,0.0146159381183666
"780","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010061402",2010-06-10,"6.1m otter trawl",-82.148683,26.537866,2.2,100,1,889.44,1,0.00112430293218205
"781","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010061405",2010-06-10,"6.1m otter trawl",-82.160616,26.58895,2.3,NA,1,889.44,1,0.00112430293218205
"782","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010061406",2010-06-10,"6.1m otter trawl",-82.161333,26.592766,2.3,NA,NA,1630.64,3,0.00183976843447971
"783","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010061501",2010-06-15,"6.1m otter trawl",-82.173316,26.5314,2.3,0,0,1630.64,1,0.000613256144826571
"784","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010070701",2010-07-08,"183m seine",-82.26725,26.8211,2,80,1,41.2,23,0.558252427184466
"785","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010070705",2010-07-08,"183m seine",-82.266116,26.8183,1.7,40,1,41.2,20,0.485436893203883
"786","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010070803",2010-07-12,"183m seine",-82.1753,26.771733,1.5,80,1,41.2,4,0.0970873786407767
"787","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010070901",2010-07-01,"6.1m otter trawl",-82.26625,26.821066,1,100,1,889.44,45,0.0505936319481921
"788","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010070903",2010-07-01,"6.1m otter trawl",-82.243966,26.76525,1.9,NA,1,1630.64,15,0.00919884217239857
"789","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010071003",2010-07-20,"21.3m seine",-82.245016,26.692716,1,60,1,1.4,2,1.42857142857143
"790","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010071005",2010-07-20,"6.1m otter trawl",-82.212366,26.695583,2.2,NA,NA,1630.64,21,0.012878379041358
"791","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010071103",2010-07-09,"183m seine",-82.199583,26.6676,2.3,100,1,41.2,3,0.0728155339805825
"792","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010071105",2010-07-09,"183m seine",-82.1582,26.717216,2.1,70,1,41.2,58,1.40776699029126
"793","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010071203",2010-07-02,"6.1m otter trawl",-82.199616,26.6358,2.1,NA,NA,889.44,23,0.0258589674401871
"794","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010071301",2010-07-13,"183m seine",-82.18335,26.6182,1.2,90,1,41.2,6,0.145631067961165
"795","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010071302",2010-07-13,"183m seine",-82.208816,26.59795,1.5,90,1,41.2,126,3.05825242718447
"796","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010071303",2010-07-13,"183m seine",-82.238233,26.66025,1.7,80,1,41.2,2,0.0485436893203883
"797","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010071402",2010-07-16,"6.1m otter trawl",-82.190466,26.545083,1.3,100,1,889.44,15,0.0168645439827307
"798","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010071404",2010-07-16,"6.1m otter trawl",-82.162266,26.592633,1.5,100,1,889.44,7,0.00787012052527433
"799","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010071405",2010-07-16,"6.1m otter trawl",-82.16435,26.5926,1.6,100,1,889.44,4,0.00449721172872819
"800","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010071502",2010-07-15,"183m seine",-82.19585,26.559216,2.6,80,1,41.2,109,2.64563106796116
"801","8839030301","Nicholsina usta","Emerald Parrotfish","CHM2010080601",2010-08-02,"6.1m otter trawl",-82.264016,26.821533,2,NA,NA,963.56,4,0.00415127236497987
