"","NODCCODE","Commonname","183m seine","21.3m seine","273m nylon trammel net","366m monofilament trammel net","547m nylon trammel net","6.1m otter trawl","61m seine","9.1m seine","Hook and line","No Set","Offshore Purse Seine","Scientificname","Genus","Subfamily","Family","Order","Class"
"393","8835440602","Gulf Kingfish",349,240,NA,24,NA,53,NA,NA,2,NA,NA,"Menticirrhus littoralis","Menticirrhus",NA,"Sciaenidae","Perciformes","Actinopterygii"
"394","8835440603","Northern Kingfish",315,1558,NA,NA,NA,312,9,NA,NA,5,NA,"Menticirrhus saxatilis","Menticirrhus",NA,"Sciaenidae","Perciformes","Actinopterygii"
"395","8835440701","Atlantic Croaker",26823,7352,NA,1,NA,84915,NA,NA,NA,NA,NA,"Micropogonias undulatus","Micropogonias",NA,"Sciaenidae","Perciformes","Actinopterygii"
"396","8835440801","Black Drum",7201,459,NA,122,95,217,13,NA,26,9,NA,"Pogonias cromis","Pogonias",NA,"Sciaenidae","Perciformes","Actinopterygii"
"397","8835440900",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","8835440901","Red Drum",18792,26841,4,1206,5828,1037,1925,131,1224,595,821,"Sciaenops ocellatus","Sciaenops",NA,"Sciaenidae","Perciformes","Actinopterygii"
"399","8835441001","Star Drum",15,17,NA,NA,NA,3035,NA,NA,NA,NA,NA,"Stellifer lanceolatus","Stellifer",NA,"Sciaenidae","Perciformes","Actinopterygii"
"400","8835441202","Jackknife-fish",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Equetus lanceolatus","Equetus",NA,"Sciaenidae","Perciformes","Actinopterygii"
"401","8835441402","Cubbyu",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Pareques umbrosus","Pareques",NA,"Sciaenidae","Perciformes","Actinopterygii"
"402","8835450000",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","8835450201","Red Goatfish",NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,"Mullus auratus","Mullus",NA,"Mullidae","Perciformes","Actinopterygii"
"404","8835450301","Spotted Goatfish",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"Pseudupeneus maculatus","Pseudupeneus",NA,"Mullidae","Perciformes","Actinopterygii"
"405","8835510100",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","8835510102","Bermuda Chub",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyphosus sectatrix","Kyphosus","Kyphosinae","Kyphosidae","Perciformes","Actinopterygii"
"407","8835520101","Atlantic Spadefish",14678,1354,NA,49,3,6144,7,NA,6,NA,NA,"Chaetodipterus faber","Chaetodipterus",NA,"Ephippidae","Perciformes","Actinopterygii"
"408","8835550101","Spotfin Butterflyfish",3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Chaetodon ocellatus","Chaetodon",NA,"Chaetodontidae","Perciformes","Actinopterygii"
"409","8835550103","Foureye Butterflyfish",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetodon capistratus","Chaetodon",NA,"Chaetodontidae","Perciformes","Actinopterygii"
"410","8835550402","French Angelfish",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Pomacanthus paru","Pomacanthus",NA,"Pomacanthidae","Perciformes","Actinopterygii"
"411","8835610000","Cichlids",NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cichlidae spp.",NA,NA,NA,NA,NA
"412","8835610200",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","8835610221","Mayan Cichlid",21,130,NA,NA,NA,NA,1,2,NA,1,NA,"Cichlasoma urophthalmus",NA,NA,NA,NA,NA
"414","8835610301","Jewelfish",NA,51,NA,NA,NA,NA,1,NA,NA,NA,NA,"Hemichromis letourneuxi","Hemichromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii"
"415","8835610401","Blue Tilapia",22,81,NA,NA,NA,2,2,NA,NA,NA,NA,"Oreochromis aureus","Oreochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii"
"416","8835610402","Spotted Tilapia",NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tilapia mariae","Tilapia","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii"
"417","8835610403","Blackchin Tilapia",107,68,NA,2,NA,NA,NA,NA,NA,1,NA,"Sarotherodon melanotheron","Sarotherodon","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii"
"418","8835614003","Nile Tilapia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oreochromis niloticus","Oreochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii"
"419","8835615000","Tilapias",78,262,NA,5,NA,3,36,4,NA,NA,NA,"Oreochromis/Sarotherodon spp.",NA,NA,NA,NA,NA
"420","8835621233","Cocoa Damselfish",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Stegastes variabilis","Stegastes","Pomacentrinae","Pomacentridae","Perciformes","Actinopterygii"
"421","8835740101","Everglades Pygmy Sunfish",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"Elassoma evergladei","Elassoma",NA,"Elassomatidae","Perciformes","Actinopterygii"
"422","8835740102","Okefenokee Pygmy Sunfish",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elassoma okefenokee","Elassoma",NA,"Elassomatidae","Perciformes","Actinopterygii"
"423","8835740103","Banded Pygmy Sunfish",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elassoma zonatum","Elassoma",NA,"Elassomatidae","Perciformes","Actinopterygii"
"424","8835750202","Striped Bass",9,3,NA,NA,NA,5,NA,NA,NA,NA,NA,"Morone saxatilis","Morone",NA,"Moronidae","Perciformes","Actinopterygii"
"425","8835750203","Hybrid",10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Morone chrysops x saxatilis",NA,NA,NA,NA,NA
"426","8836010100","Mullets",20,1040,NA,5,NA,NA,7,5,NA,NA,NA,"Mugil spp.",NA,NA,NA,NA,NA
"427","8836010101","Striped Mullet",81999,112722,6,84493,253,31,1594,1427,3,114,NA,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Actinopterygii"
"428","8836010102","White Mullet",22784,3994,NA,6832,NA,10,69,9,NA,43,NA,"Mugil curema","Mugil",NA,"Mugilidae","Mugiliformes","Actinopterygii"
"429","8836010105","Fantail Mullet",14887,14466,NA,7938,1,2,304,2,NA,17,NA,"Mugil trichodon","Mugil",NA,"Mugilidae","Mugiliformes","Actinopterygii"
"430","8837010000",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","8837010100",NA,NA,6,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","8837010102","Sennet",9,225,NA,NA,NA,436,NA,NA,NA,NA,NA,"Sphyraena borealis","Sphyraena",NA,"Sphyraenidae","Perciformes","Actinopterygii"
"433","8837010103","Guaguanche",7,25,NA,NA,NA,14,NA,NA,NA,NA,NA,"Sphyraena guachancho","Sphyraena",NA,"Sphyraenidae","Perciformes","Actinopterygii"
"434","8837010104","Great Barracuda",3783,218,NA,8,NA,20,NA,NA,NA,NA,NA,"Sphyraena barracuda","Sphyraena",NA,"Sphyraenidae","Perciformes","Actinopterygii"
"435","8838010101","Atlantic Threadfin",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polydactylus octonemus","Polydactylus",NA,"Polynemidae","Perciformes","Actinopterygii"
"436","8839010702","Slippery Dick",34,579,NA,NA,NA,727,NA,NA,NA,NA,NA,"Halichoeres bivittatus","Halichoeres","Corinae","Labridae","Perciformes","Actinopterygii"
"437","8839010802","Pearly Razorfish",NA,1,NA,NA,NA,8,NA,NA,NA,NA,NA,"Xyrichtys novacula","Xyrichtys","Xyrichtyinae","Labridae","Perciformes","Actinopterygii"
"438","8839010901","Hogfish",47,5,NA,NA,NA,680,NA,NA,NA,NA,NA,"Lachnolaimus maximus","Lachnolaimus",NA,"Labridae","Perciformes","Actinopterygii"
"439","8839030000","Parrotfishes",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Labridae spp. (parrotfishes)",NA,NA,NA,NA,NA
"440","8839030100",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","8839030201","Bluelip Parrotfish",NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,"Cryptotomus roseus","Cryptotomus","Sparisomatinae","Scaridae","Perciformes","Actinopterygii"
"442","8839030301","Emerald Parrotfish",7328,812,NA,NA,NA,5410,NA,NA,NA,5,NA,"Nicholsina usta",NA,NA,NA,NA,NA
"443","8839030403","Redtail Parrotfish",4,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,"Sparisoma chrysopterum","Sparisoma","Sparisomatinae","Scaridae","Perciformes","Actinopterygii"
"444","8839030404","Bucktooth Parrotfish",15,2,NA,NA,NA,28,NA,NA,NA,NA,NA,"Sparisoma radians","Sparisoma","Sparisomatinae","Scaridae","Perciformes","Actinopterygii"
"445","8839030405","Redfin Parrotfish",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sparisoma rubripinne","Sparisoma","Sparisomatinae","Scaridae","Perciformes","Actinopterygii"
"446","8840020200","Spotfin Jawfishes",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Opistognathus spp.",NA,NA,NA,NA,NA
"447","8840020299","Spotfin Jawfish",1,1,NA,NA,NA,14,NA,NA,NA,NA,NA,"Opistognathus robinsi","Opistognathus",NA,"Opistognathidae","Perciformes","Actinopterygii"
"448","8840130000",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","8840130200",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","8840130204","Speckled Stargazer",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dactyloscopus moorei","Dactyloscopus",NA,"Dactyloscopidae","Perciformes","Actinopterygii"
"451","8840140102","Southern Stargazer",65,133,NA,NA,NA,70,NA,NA,NA,1,NA,"Astroscopus y-graecum","Astroscopus",NA,"Uranoscopidae","Perciformes","Actinopterygii"
"452","8842010000","Combtooth Blennies",NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,"Blenniidae spp.",NA,NA,NA,NA,NA
"453","8842010201","Feather Blenny",29,347,NA,NA,NA,428,NA,NA,NA,NA,NA,"Hypsoblennius hentz","Hypsoblennius","Salariinae","Blenniidae","Perciformes","Actinopterygii"
"454","8842010202","Freckled Blenny",NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,"Hypsoblennius ionthas","Hypsoblennius","Salariinae","Blenniidae","Perciformes","Actinopterygii"
"455","8842010302","Florida Blenny",121,5515,NA,2,NA,1401,1,NA,NA,NA,NA,"Chasmodes saburrae","Chasmodes","Salariinae","Blenniidae","Perciformes","Actinopterygii"
"456","8842010500",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","8842010501","Crested Blenny",NA,5,NA,NA,NA,29,NA,NA,NA,NA,NA,"Hypleurochilus geminatus","Hypleurochilus","Salariinae","Blenniidae","Perciformes","Actinopterygii"
"458","8842010598","Zebratail Blenny",NA,11,NA,NA,NA,309,NA,NA,NA,NA,NA,"Hypleurochilus caudovittatus","Hypleurochilus","Salariinae","Blenniidae","Perciformes","Actinopterygii"
"459","8842010599","Plumed Blenny",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Hypeurochilus multifilis",NA,NA,NA,NA,NA
"460","8842011402","Highfin Blenny",NA,10,NA,NA,NA,3,NA,NA,NA,NA,NA,"Lupinoblennius nicholsi","Lupinoblennius","Salariinae","Blenniidae","Perciformes","Actinopterygii"
"461","8842012501","Seaweed Blenny",NA,10,NA,NA,NA,68,NA,NA,NA,NA,NA,"Parablennius marmoreus","Parablennius","Salariinae","Blenniidae","Perciformes","Actinopterygii"
"462","8842090500",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","8842090503","Banded Blenny",1,8,NA,NA,NA,1909,NA,NA,NA,NA,NA,"Paraclinus fasciatus","Paraclinus",NA,"Labrisomidae","Perciformes","Actinopterygii"
"464","8842090506","Marbled Blenny",4,110,NA,NA,NA,601,NA,NA,NA,NA,NA,"Paraclinus marmoratus","Paraclinus",NA,"Labrisomidae","Perciformes","Actinopterygii"
"465","8842090602","Checkered Blenny",NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,"Starksia ocellata","Starksia",NA,"Labrisomidae","Perciformes","Actinopterygii"
"466","8842100101","Chameleon Blenny",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protemblemaria punctata ",NA,NA,NA,NA,NA
"467","8846010702","Spotted Dragonet",NA,64,NA,NA,NA,63,NA,NA,NA,NA,NA,"Diplogrammus pauciradiatus","Diplogrammus",NA,"Callionymidae","Perciformes","Actinopterygii"
"468","8847010000","Gobies",NA,5,NA,NA,NA,34,NA,NA,NA,NA,NA,"Gobiidae spp.",NA,NA,NA,NA,NA
"469","8847010500",NA,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","8847010501","Darter Goby",NA,10453,NA,NA,NA,1463,NA,NA,NA,NA,NA,"Ctenogobius boleosoma","Ctenogobius","Gobionellinae","Gobiidae","Perciformes","Actinopterygii"
"471","8847010503","Highfin Goby",2,64,NA,NA,NA,258,1,NA,NA,NA,NA,"Gobionellus oceanicus","Gobionellus","Gobionellinae","Gobiidae","Perciformes","Actinopterygii"
"472","8847010504","Freshwater Goby",NA,17,NA,NA,NA,12,NA,NA,NA,NA,NA,"Ctenogobius shufeldti","Ctenogobius","Gobionellinae","Gobiidae","Perciformes","Actinopterygii"
"473","8847010506","Marked Goby",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,"Ctenogobius stigmaticus","Ctenogobius","Gobionellinae","Gobiidae","Perciformes","Actinopterygii"
"474","8847010511","Emerald Goby",NA,89,NA,NA,NA,8,NA,NA,NA,NA,NA,"Ctenogobius smaragdus","Ctenogobius","Gobionellinae","Gobiidae","Perciformes","Actinopterygii"
"475","8847010600","Gobiosoma Gobies",NA,14738,NA,NA,NA,4775,NA,153,NA,NA,NA,"Gobiosoma spp.",NA,NA,NA,NA,NA
"476","8847010601","Naked Goby",2,7383,NA,NA,NA,716,6,147,NA,NA,NA,"Gobiosoma bosc","Gobiosoma","Gobiinae","Gobiidae","Perciformes","Actinopterygii"
"477","8847010603","Code Goby",NA,24129,NA,NA,NA,4824,1,10,NA,NA,NA,"Gobiosoma robustum","Gobiosoma","Gobiinae","Gobiidae","Perciformes","Actinopterygii"
"478","8847010606","Twoscale Goby",NA,36,NA,NA,NA,771,NA,NA,NA,NA,NA,"Gobiosoma longipala","Gobiosoma","Gobiinae","Gobiidae","Perciformes","Actinopterygii"
"479","8847010607","Tiger Goby",NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,"Elacatinus macrodon",NA,NA,NA,NA,NA
"480","8847010700",NA,NA,2,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","8847010701","Clown Goby",1,132801,NA,NA,NA,8338,37,391,NA,NA,NA,"Microgobius gulosus","Microgobius","Gobiinae","Gobiidae","Perciformes","Actinopterygii"
"482","8847010702","Green Goby",NA,1283,NA,NA,NA,5520,NA,NA,NA,NA,NA,"Microgobius thalassinus","Microgobius","Gobiinae","Gobiidae","Perciformes","Actinopterygii"
"483","8847010703","Seminole Goby",NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,"Microgobius carri","Microgobius","Gobiinae","Gobiidae","Perciformes","Actinopterygii"
"484","8847010704","Banner Goby",NA,400,NA,NA,NA,203,NA,NA,NA,NA,NA,"Microgobius microlepis","Microgobius","Gobiinae","Gobiidae","Perciformes","Actinopterygii"
"485","8847010900",NA,NA,36,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","8847010901","Notchtongue Goby",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bathygobius curacao","Bathygobius","Gobiinae","Gobiidae","Perciformes","Actinopterygii"
"487","8847010903","Frillfin Goby",3,1273,NA,NA,NA,95,25,17,1,1,NA,"Bathygobius soporator","Bathygobius","Gobiinae","Gobiidae","Perciformes","Actinopterygii"
"488","8847011201","Violet Goby",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Gobioides broussonetii",NA,NA,NA,NA,NA
