"","NODCCODE","Commonname","183m seine","198m gillnet","21.3m seine","40m seine","6.1m otter trawl","61m seine","Family","Class","NODCCODE.1","Troph","Polar","Boreal","Temperate","Subtropical"
"200","8835400304","Black Margate",4,NA,NA,NA,NA,NA,"Haemulidae","Actinopterygii","8835400304",3.575,0,-1,-1,-2
"201","8835400306","Porkfish",25,NA,2,NA,6,NA,"Haemulidae","Actinopterygii","8835400306",3.635,0,-1,-1,-2
"202","8835400502","Burro Grunt",NA,NA,8,NA,NA,NA,"Haemulidae","Actinopterygii","8835400502",NA,0,-1,-1,-2
"203","8835430101","Scup",NA,NA,NA,NA,1,NA,"Sparidae","Actinopterygii","8835430101",3.886,0,-1,-4,-2
"204","8835430102","Longspine Porgy",NA,NA,NA,NA,2,NA,"Sparidae","Actinopterygii","8835430102",3.55285714285714,0,-1,-1,-2
"205","8835430201","Pinfish",554506,4,107673,198,14372,162,"Sparidae","Actinopterygii","8835430201",2.9284,0,-1,-2,-2
"206","8835430301","Sheepshead",39707,8,5955,169,1173,671,"Sparidae","Actinopterygii","8835430301",NA,0,-1,-3,-1
"207","8835430302","Sea Bream",6748,NA,87,13,19,2,"Sparidae","Actinopterygii","8835430302",2.825,0,-1,-2,-2
"208","8835430401","Spottail Pinfish",43,NA,164,3,NA,NA,"Sparidae","Actinopterygii","8835430401",2.78,0,-1,-2,-2
"209","8835430501","Grass Porgy",59,NA,24,NA,12,NA,"Sparidae","Actinopterygii","8835430501",NA,0,-1,-1,-2
"210","8835430502","Jolthead Porgy",2,NA,NA,NA,1,NA,"Sparidae","Actinopterygii","8835430502",3.5,0,-1,-2,-2
"211","8835430505","Whitebone Porgy",NA,NA,NA,NA,1,NA,"Sparidae","Actinopterygii","8835430505",4.035,0,-1,-1,-2
"212","8835430510","Sheepshead Porgy",6,NA,1,NA,5,NA,"Sparidae","Actinopterygii","8835430510",4.01,0,-1,-1,-2
"213","8835440102","Spotted Seatrout",8223,23,14657,NA,1355,4,"Sciaenidae","Actinopterygii","8835440102",3.71,0,-1,-2,-1
"214","8835440103","Silver Seatrout",10,NA,4,NA,204,NA,"Sciaenidae","Actinopterygii","8835440103",4.27285714285714,0,-1,-2,-2
"215","8835440301","Silver Perch",86276,63,70839,2,8068,14,"Sciaenidae","Actinopterygii","8835440301",3.7075,0,-1,-2,-2
"216","8835440305","Striped Croaker",70,NA,6,NA,14,NA,"Sciaenidae","Actinopterygii","8835440305",NA,0,-1,-1,-2
"217","8835440401","Spot",76381,5,353351,41,84284,647,"Sciaenidae","Actinopterygii","8835440401",3.28444444444444,0,-1,-3,-2
"218","8835440501","Banded Drum",1,NA,1,NA,327,NA,"Sciaenidae","Actinopterygii","8835440501",3.35857142857143,0,-1,-2,-1
"219","8835440601","Southern Kingfish",3716,3,5047,2,6384,NA,"Sciaenidae","Actinopterygii","8835440601",3.63285714285714,0,-1,-3,-1
"220","8835440602","Gulf Kingfish",29,NA,142,NA,13,NA,"Sciaenidae","Actinopterygii","8835440602",3.92,0,-1,-1,-2
"221","8835440603","Northern Kingfish",21,NA,122,NA,61,NA,"Sciaenidae","Actinopterygii","8835440603",3.659,0,-1,-3,-2
"222","8835440701","Atlantic Croaker",22201,NA,49313,8,244413,36,"Sciaenidae","Actinopterygii","8835440701",3.294375,0,-1,-2,-1
"223","8835440801","Black Drum",9154,3,320,1,97,30,"Sciaenidae","Actinopterygii","8835440801",NA,0,-1,-5,-2
"224","8835440901","Red Drum",10020,4,17736,3,560,62,"Sciaenidae","Actinopterygii","8835440901",3.47769230769231,0,-2,-3,-4
"225","8835441001","Star Drum",22,NA,76,NA,53419,NA,"Sciaenidae","Actinopterygii","8835441001",NA,0,-1,-1,-2
"226","8835450301","Spotted Goatfish",NA,NA,3,NA,NA,NA,"Mullidae","Actinopterygii","8835450301",3.65666666666667,0,-1,-2,-2
"227","8835510101","Yellow Chub",6,NA,2,NA,NA,NA,"Kyphosidae","Actinopterygii","8835510101",2,0,-1,-2,-4
"228","8835510102","Bermuda Chub",39,NA,1,NA,NA,NA,"Kyphosidae","Actinopterygii","8835510102",2,0,-1,-2,-4
"229","8835520101","Atlantic Spadefish",3266,7,207,1,1124,3,"Ephippidae","Actinopterygii","8835520101",3.804,0,-1,-2,-2
"230","8835550401","Gray Angelfish",4,NA,NA,NA,NA,NA,"Pomacanthidae","Actinopterygii","8835550401",3.23,0,-1,-2,-2
"231","8835610101","Oscar",NA,NA,1,NA,NA,NA,"Cichlidae","Actinopterygii","8835610101",NA,0,-1,-2,-2
"232","8835610201","Black Acara",NA,NA,3,NA,NA,NA,"Cichlidae","Actinopterygii","8835610201",NA,0,-1,-2,-2
"233","8835610301","Jewelfish",NA,NA,33,1,NA,NA,"Cichlidae","Actinopterygii","8835610301",NA,0,0,0,0
"234","8835610401","Blue Tilapia",NA,NA,1,NA,NA,NA,"Cichlidae","Actinopterygii","8835610401",2.06,0,-1,-5,-4
"235","8835610402","Spotted Tilapia",1,NA,191,27,NA,40,"Cichlidae","Actinopterygii","8835610402",NA,0,-1,-2,-3
"236","8835610403","Blackchin Tilapia",276,NA,212,2,NA,11,"Cichlidae","Actinopterygii","8835610403",2.02,0,-2,-4,-4
"237","8835614001","Mozambique Tilapia",NA,NA,28,NA,NA,NA,"Cichlidae","Actinopterygii","8835614001",2.1525,0,-1,-7,-11
"238","8835620101","Sergeant Major",NA,NA,29,NA,NA,NA,"Pomacentridae","Actinopterygii","8835620101",3.82,0,-1,-2,-4
"239","8835740101","Everglades Pygmy Sunfish",NA,NA,1,NA,NA,NA,"Elassomatidae","Actinopterygii","8835740101",NA,0,-1,-1,-1
"240","8835740102","Okefenokee Pygmy Sunfish",NA,NA,5,NA,NA,NA,"Elassomatidae","Actinopterygii","8835740102",NA,0,-1,-1,-1
"241","8835740103","Banded Pygmy Sunfish",NA,NA,1,NA,NA,NA,"Elassomatidae","Actinopterygii","8835740103",NA,0,-1,-3,-1
"242","8835750202","Striped Bass",8,NA,35,NA,4,NA,"Moronidae","Actinopterygii","8835750202",4.033,0,-6,-13,-11
"243","8836010101","Striped Mullet",117770,13,136618,80,178,1288,"Mugilidae","Actinopterygii","8836010101",2.78555555555556,0,-3,-24,-38
"244","8836010102","White Mullet",144733,11,29627,597,75,904,"Mugilidae","Actinopterygii","8836010102",2.005,0,-3,-9,-6
"245","8836010103","Redeye Mullet",156,NA,503,20,NA,NA,"Mugilidae","Actinopterygii","8836010103",NA,NA,NA,NA,NA
"246","8836010105","Fantail Mullet",4,NA,21,NA,NA,NA,"Mugilidae","Actinopterygii","8836010105",NA,0,-2,-3,-4
"247","8836010401","Mountain Mullet",NA,NA,139,NA,NA,NA,"Mugilidae","Actinopterygii","8836010401",3.34,0,-2,-3,-4
"248","8837010102","Sennet",5,NA,58,NA,6,NA,"Sphyraenidae","Actinopterygii","8837010102",NA,0,-1,-3,-2
"249","8837010103","Guaguanche",4,NA,13,NA,24,NA,"Sphyraenidae","Actinopterygii","8837010103",4.325,0,-1,-2,-2
"250","8837010104","Great Barracuda",4419,NA,650,136,14,7,"Sphyraenidae","Actinopterygii","8837010104",4.434,0,-2,-4,-11
"251","8838010102","Barbu",3,NA,NA,NA,NA,NA,"Polynemidae","Actinopterygii","8838010102",3.54,0,-1,-1,-2
"252","8839010702","Slippery Dick",NA,NA,1,NA,NA,NA,"Labridae","Actinopterygii","8839010702",3.825,0,-1,-1,-2
"253","8839010709","Puddingwife",17,NA,5,NA,NA,NA,"Labridae","Actinopterygii","8839010709",3.52,0,-1,-1,-2
"254","8839010901","Hogfish",398,NA,4,NA,1,NA,"Labridae","Actinopterygii","8839010901",4.03,0,-1,-2,-2
"255","8839030403","Redtail Parrotfish",109,NA,NA,NA,NA,NA,"Scaridae","Actinopterygii","8839030403",2,0,-1,-1,-2
"256","8839030404","Bucktooth Parrotfish",128,NA,15,NA,1,NA,"Scaridae","Actinopterygii","8839030404",2,0,-1,-1,-2
"257","8839030405","Redfin Parrotfish",115,NA,NA,NA,NA,NA,"Scaridae","Actinopterygii","8839030405",2,0,-1,-2,-2
"258","8840020299","Spotfin Jawfish",1,NA,1,NA,NA,NA,"Opistognathidae","Actinopterygii","8840020299",NA,0,-1,-1,-2
"259","8840140102","Southern Stargazer",60,NA,41,NA,223,NA,"Uranoscopidae","Actinopterygii","8840140102",4.2,0,-1,-1,-2
"260","8842010201","Feather Blenny",3,NA,27,NA,34,NA,"Blenniidae","Actinopterygii","8842010201",NA,0,-1,-3,-2
"261","8842010202","Freckled Blenny",NA,NA,12,NA,2,NA,"Blenniidae","Actinopterygii","8842010202",NA,0,-1,-1,-2
"262","8842010301","Striped Blenny",1,NA,48,NA,5,NA,"Blenniidae","Actinopterygii","8842010301",NA,0,-1,-2,-2
"263","8842010302","Florida Blenny",45,NA,1971,NA,374,NA,"Blenniidae","Actinopterygii","8842010302",2.94166666666667,0,-1,-1,-2
"264","8842010501","Crested Blenny",NA,NA,1,NA,5,NA,"Blenniidae","Actinopterygii","8842010501",NA,0,-1,-1,-2
"265","8842011402","Highfin Blenny",NA,NA,60,NA,1,NA,"Blenniidae","Actinopterygii","8842011402",NA,0,-1,-1,-2
"266","8842090307","Hairy Blenny",6,NA,2,NA,2,NA,"Labrisomidae","Actinopterygii","8842090307",3.59,0,-1,-1,-3
"267","8842090503","Banded Blenny",NA,NA,NA,NA,2,NA,"Labrisomidae","Actinopterygii","8842090503",NA,0,-1,-1,-2
"268","8842090506","Marbled Blenny",NA,NA,1,NA,NA,NA,"Labrisomidae","Actinopterygii","8842090506",NA,0,-1,-1,-2
"269","8847010401","Lyre Goby",NA,NA,2247,1,NA,NA,"Gobiidae","Actinopterygii","8847010401",NA,0,-1,-3,-2
"270","8847010501","Darter Goby",NA,NA,6494,NA,479,1,"Gobiidae","Actinopterygii","8847010501",NA,0,-1,-2,-3
"271","8847010503","Highfin Goby",9,NA,1033,2,418,107,"Gobiidae","Actinopterygii","8847010503",NA,0,-1,-2,-3
"272","8847010504","Freshwater Goby",NA,NA,2434,NA,1525,NA,"Gobiidae","Actinopterygii","8847010504",NA,0,0,0,0
"273","8847010506","Marked Goby",NA,NA,24,NA,42,NA,"Gobiidae","Actinopterygii","8847010506",NA,0,-1,-1,-2
"274","8847010507","Spottail Goby",NA,NA,46,NA,2,NA,"Gobiidae","Actinopterygii","8847010507",NA,0,-1,-1,-2
"275","8847010510","Dash Goby",NA,NA,8,NA,NA,NA,"Gobiidae","Actinopterygii","8847010510",NA,0,-1,-1,-2
"276","8847010511","Emerald Goby",1,NA,799,NA,136,NA,"Gobiidae","Actinopterygii","8847010511",NA,0,-1,-1,-2
"277","8847010513","Slashcheek Goby",NA,NA,177,NA,NA,NA,"Gobiidae","Actinopterygii","8847010513",NA,0,-1,-2,-2
"278","8847010601","Naked Goby",NA,NA,3208,NA,328,2,"Gobiidae","Actinopterygii","8847010601",NA,0,-1,-2,-1
"279","8847010602","Seaboard Goby",NA,NA,7,NA,9,NA,"Gobiidae","Actinopterygii","8847010602",NA,0,-1,-2,-2
"280","8847010603","Code Goby",1,NA,23370,NA,9613,1,"Gobiidae","Actinopterygii","8847010603",NA,0,-1,-1,-2
"281","8847010701","Clown Goby",2,NA,78638,NA,7562,2,"Gobiidae","Actinopterygii","8847010701",2.37,0,-1,-2,-2
"282","8847010702","Green Goby",NA,NA,754,NA,1249,NA,"Gobiidae","Actinopterygii","8847010702",NA,0,-1,-2,-1
"283","8847010704","Banner Goby",NA,NA,110,NA,101,NA,"Gobiidae","Actinopterygii","8847010704",NA,0,-1,-1,-2
"284","8847010903","Frillfin Goby",4,NA,538,1,26,6,"Gobiidae","Actinopterygii","8847010903",NA,0,-1,-1,-4
"285","8847011801","Emerald Sleeper",NA,NA,17,NA,6,NA,"Eleotridae","Actinopterygii","8847011801",NA,0,-1,-1,-2
"286","8847012104","River Goby",NA,NA,3,NA,NA,NA,"Gobiidae","Actinopterygii","8847012104",NA,0,-1,-2,-2
"287","8847012501","Crested Goby",1,NA,2330,1,NA,12,"Gobiidae","Actinopterygii","8847012501",NA,0,-1,-2,-3
"288","8847012701","Orange Spotted Goby",NA,NA,1,NA,NA,NA,"Gobiidae","Actinopterygii","8847012701",NA,0,-1,-1,-2
"289","8847013302","Fat Sleeper",4,NA,1531,NA,5,1,"Eleotridae","Actinopterygii","8847013302",2.25,0,-2,-3,-4
"290","8847013401","Bigmouth Sleeper",NA,NA,357,18,NA,1,"Eleotridae","Actinopterygii","8847013401",3.77,0,-2,-3,-4
"291","8847013603","Blotchcheek Goby",NA,NA,8,NA,NA,NA,"Gobiidae","Actinopterygii","8847013603",NA,0,-1,-1,-1
"292","8847013708","Largescaled Spinycheek Sleeper",NA,NA,51,1,5,NA,"Eleotridae","Actinopterygii","8847013708",4.03,0,-1,-2,-2
"293","8849010102","Doctorfish",2,NA,NA,NA,NA,NA,"Acanthuridae","Actinopterygii","8849010102",2.09,0,-1,-2,-3
"294","8850020201","Atlantic Cutlassfish",49,NA,4,NA,153,NA,"Trichiuridae","Actinopterygii","8850020201",4.2,0,-2,-10,-18
"295","8850030501","King Mackerel",10,NA,2,NA,1,NA,"Scombridae","Actinopterygii","8850030501",4.452,0,-1,-3,-2
"296","8850030502","Spanish Mackerel",828,NA,62,NA,1,1,"Scombridae","Actinopterygii","8850030502",4.50666666666667,0,-1,-3,-2
"297","8850030503","Cero",86,NA,4,NA,NA,NA,"Scombridae","Actinopterygii","8850030503",4.51,0,-1,-3,-2
"298","8851030103","Butterfish",14,NA,2,NA,37,NA,"Stromateidae","Actinopterygii","8851030103",3.95142857142857,0,-2,-4,-2
"299","8851030104","Gulf Butterfish",NA,NA,NA,NA,1,NA,"Stromateidae","Actinopterygii","8851030104",NA,0,-1,-1,-2
"300","8851030106","Harvestfish",362,NA,6,NA,80,NA,"Stromateidae","Actinopterygii","8851030106",4.5,0,-1,-3,-1
"301","8857030105","Sand Whiff",14,NA,NA,NA,NA,NA,"Paralichthyidae","Actinopterygii","8857030105",NA,0,-1,-1,-2
"302","8857030109","Spotted Whiff",73,NA,26,NA,22,NA,"Paralichthyidae","Actinopterygii","8857030109",NA,0,-1,-1,-2
"303","8857030110","Bay Whiff",3056,NA,3755,37,4840,91,"Paralichthyidae","Actinopterygii","8857030110",3.83,0,-1,-2,-1
"304","8857030201","Fringed Flounder",1718,NA,763,NA,4762,NA,"Paralichthyidae","Actinopterygii","8857030201",3.49,0,-2,-2,-3
"305","8857030202","Smallmouth Flounder",NA,NA,NA,NA,1,NA,"Paralichthyidae","Actinopterygii","8857030202",NA,0,-1,-2,-2
"306","8857030301","Summer Flounder",174,NA,219,NA,344,NA,"Paralichthyidae","Actinopterygii","8857030301",4.28428571428571,0,-1,-4,-1
"307","8857030302","Gulf Flounder",1582,NA,639,NA,547,2,"Paralichthyidae","Actinopterygii","8857030302",NA,0,-1,-1,-2
"308","8857030304","Southern Flounder",1705,NA,1361,1,2700,9,"Paralichthyidae","Actinopterygii","8857030304",3.55,0,-1,-1,-2
"309","8857030306","Broad Flounder",11,NA,32,NA,3,NA,"Paralichthyidae","Actinopterygii","8857030306",NA,0,-1,-1,-2
"310","8857030401","Windowpane",NA,NA,NA,NA,5,NA,"Scophthalmidae","Actinopterygii","8857030401",3.70285714285714,0,-2,-4,-2
"311","8857030603","Eyed Flounder",NA,NA,4,NA,NA,NA,"Bothidae","Actinopterygii","8857030603",3.78,0,-1,-3,-2
"312","8857030604","Twospot Flounder",NA,NA,1,NA,1,NA,"Bothidae","Actinopterygii","8857030604",NA,0,-1,-2,-1
"313","8857031303","Dusky Flounder",1,NA,NA,NA,2,NA,"Paralichthyidae","Actinopterygii","8857031303",3.59,0,-1,-1,-2
"314","8858020101","Blackcheek Tonguefish",90,NA,3176,NA,3955,NA,"Cynoglossidae","Actinopterygii","8858020101",2.99,0,-1,-2,-1
"315","8858020102","Offshore Tonguefish",NA,NA,1,NA,11,NA,"Cynoglossidae","Actinopterygii","8858020102",NA,0,-1,-1,-2
"316","8858020110","Spottail Tonguefish",1,NA,NA,NA,NA,NA,"Cynoglossidae","Actinopterygii","8858020110",NA,0,-1,-1,-2
"317","8858030101","Hogchoker",696,NA,3014,5,21117,203,"Achiridae","Actinopterygii","8858030101",2.94,0,-1,-3,-2
"318","8858030102","Scrawled Sole",NA,NA,1,NA,NA,NA,"Achiridae","Actinopterygii","8858030102",NA,0,-1,-1,-2
"319","8858030202","Lined Sole",1362,1,2073,12,1424,21,"Achiridae","Actinopterygii","8858030202",3.52,0,-2,-3,-3
"320","8860020101","Orange Filefish",10,NA,5,NA,21,NA,"Monacanthidae","Actinopterygii","8860020101",2.02,0,-1,-3,-3
"321","8860020102","Dotterel Filefish",NA,NA,1,NA,2,NA,"Monacanthidae","Actinopterygii","8860020102",NA,0,-1,-2,-2
"322","8860020103","Unicorn Filefish",2,NA,NA,NA,NA,NA,"Monacanthidae","Actinopterygii","8860020103",3.035,0,-2,-7,-13
"323","8860020104","Scrawled Filefish",13,NA,2,NA,NA,NA,"Monacanthidae","Actinopterygii","8860020104",2.81,0,-2,-5,-13
"324","8860020201","Gray Triggerfish",2,NA,NA,NA,NA,NA,"Balistidae","Actinopterygii","8860020201",4.06,0,-3,-9,-5
"325","8860020402","Orangespotted Filefish",NA,NA,2,NA,NA,NA,"Monacanthidae","Actinopterygii","8860020402",2.62,0,-1,-2,-2
"326","8860020501","Rough Triggerfish",1,NA,2,NA,NA,NA,"Balistidae","Actinopterygii","8860020501",NA,0,-2,-4,-9
"327","8860020701","Fringed Filefish",249,NA,15,NA,19,NA,"Monacanthidae","Actinopterygii","8860020701",2.73,0,-2,-3,-2
"328","8860020703","Planehead Filefish",561,NA,493,1,406,NA,"Monacanthidae","Actinopterygii","8860020703",2.9,0,-1,-3,-3
"329","8860020704","Pygmy Filefish",NA,NA,2,NA,NA,NA,"Monacanthidae","Actinopterygii","8860020704",NA,0,-2,-2,-4
"330","8860030101","Trunkfish",375,NA,5,NA,22,NA,"Ostraciidae","Actinopterygii","8860030101",3.29,0,-1,-2,-3
"331","8860030201","Scrawled Cowfish",154,NA,2,NA,17,NA,"Ostraciidae","Actinopterygii","8860030201",2.565,0,-1,-3,-4
"332","8860030202","Honeycomb Cowfish",1,NA,NA,NA,NA,NA,"Ostraciidae","Actinopterygii","8860030202",2.03,0,-1,-2,-2
"333","8861010201","Northern Puffer",13,NA,NA,NA,NA,NA,"Tetraodontidae","Actinopterygii","8861010201",NA,0,-2,-4,-2
"334","8861010202","Checkered Puffer",6033,NA,2103,453,168,30,"Tetraodontidae","Actinopterygii","8861010202",3.58,0,-2,-3,-3
"335","8861010208","Southern Puffer",20181,1,2368,2,1180,2,"Tetraodontidae","Actinopterygii","8861010208",2.4,0,-1,-1,-2
"336","8861010211","Bandtail Puffer",321,NA,68,3,106,1,"Tetraodontidae","Actinopterygii","8861010211",3.27,0,-1,-2,-3
"337","8861030101","Striped Burrfish",6196,1,493,14,1442,1,"Diodontidae","Actinopterygii","8861030101",3.51,0,-1,-4,-2
"338","8861030102","Bridled Burrfish",5,NA,NA,NA,NA,NA,"Diodontidae","Actinopterygii","8861030102",3.77,0,-1,-1,-3
"339","8861030201","Porcupinefish",41,NA,NA,NA,NA,NA,"Diodontidae","Actinopterygii","8861030201",3.655,0,-2,-9,-14
"340","8861030202","Balloonfish",14,NA,1,NA,NA,NA,"Diodontidae","Actinopterygii","8861030202",3.925,0,-2,-6,-11
