OBJECTID,Survey,StartDepth,Lat_DD,Long_DD,SDate,Depth_1,Temp_1,pH_1,Salinity_1,DisO2_1,Depth_2,Temp_2,pH_2,Salinity_2,DisO2_2,BttmType1,BttmType2,BttmType3,BttmType4,BttmVeg1,BV1_PercComp,BttmVeg2,BV2_PercComp,BttmVeg3,BV3_PercComp,BttmVeg4,BV4_PercComp,BV_TotalCover
293,FKM08090101,0.8000000,24.763666666666666,-80.945766666666671,9/29/2008 9:15:00,0.2000000,28.6000004,7.8000002,36.2999992,6.5000000,0.8000000,28.6000004,7.6999998,36.2999992,7.8000002,M,S,,,HA,X,,,,,,,50
294,FKM06060102,0.5000000,24.762499999999999,-80.946083333333334,6/14/2006 10:40:00,0.5000000,29.7000008,7.5999999,39.2999992,7.0999999,,,,,,S,,,,TH,5,HA,5,,,,,100
295,FKM06060103,0.5000000,24.761099999999999,-80.948999999999998,6/14/2006 11:20:00,0.5000000,30.2999992,7.5999999,39.5999985,8.6000004,,,,,,S,,,,HA,5,TH,5,,,,,100
296,FKM06060104,0.6000000,24.760549999999999,-80.950116666666673,6/14/2006 11:50:00,0.6000000,30.6000004,7.5000000,39.2999992,9.1000004,0.2000000,30.6000004,7.5000000,39.2999992,9.1000004,S,,,,TH,X,,,,,,,100
297,FKM06060105,0.5000000,24.756466666666668,-80.956116666666674,6/14/2006 12:20:00,0.5000000,30.8999996,7.5999999,39.5999985,9.5000000,,,,,,S,,,,TH,5,HA,5,,,,,100
298,FKM06060106,0.5000000,24.755600000000001,-80.957099999999997,6/14/2006 12:50:00,0.5000000,31.0000000,7.5999999,39.5000000,10.1999998,,,,,,S,,,,TH,8,HA,2,,,,,100
299,FKM06060107,0.8000000,24.750833333333333,-80.963533333333331,6/14/2006 13:35:00,0.8000000,31.6000004,7.4000001,39.0999985,11.3000002,0.2000000,31.6000004,7.5000000,39.0999985,10.3999996,S,,,,TH,X,,,,,,,100
300,FKM06060108,0.5000000,24.747450000000001,-80.966366666666673,6/14/2006 14:10:00,0.5000000,33.5000000,7.5999999,39.0000000,14.8000002,,,,,,M,,,,TH,X,,,,,,,100
301,FKM07030103,0.8000000,24.748583333333332,-80.964900000000000,3/29/2007 10:21:00,0.2000000,24.0000000,,,,0.8000000,24.0000000,,,,S,,,,TH,X,,,,,,,80
302,FKM07030104,0.6000000,24.730416670000000,-80.998649999999998,3/29/2007 11:07:00,0.6000000,25.0000000,,,,0.2000000,24.5000000,,,,M,,,,TH,X,,,,,,,90
303,FKM07030105,0.6000000,24.728500000000000,-81.002133330000007,3/29/2007 11:31:00,0.6000000,25.0000000,,,,0.2000000,24.0000000,,,,S,,,,TH,X,,,,,,,100
304,FKM07030106,0.6000000,24.715466670000001,-81.028533330000002,3/29/2007 12:09:00,0.6000000,24.0000000,,,,0.2000000,24.0000000,,,,M,,,,TH,X,,,,,,,100
305,FKM07030107,0.6000000,24.715983330000000,-81.034649999999999,3/29/2007 12:43:00,0.6000000,25.5000000,,,,0.2000000,25.5000000,,,,M,,,,TH,X,,,,,,,90
306,FKM07030108,0.7000000,24.702150000000000,-81.072766669999993,3/29/2007 13:21:00,0.7000000,25.5000000,,,,0.2000000,25.5000000,,,,M,,,,TH,X,,,,,,,100
307,FKM07030109,0.6000000,24.685416669999999,-81.092683330000000,3/29/2007 13:56:00,0.6000000,25.0000000,,,,0.2000000,25.0000000,,,,H,,,,TH,9,AC,1,,,,,70
308,FKM07030110,0.7000000,24.686550000000000,-81.103099999999998,3/29/2007 14:28:00,0.7000000,27.0000000,,,,0.2000000,27.0000000,,,,M,,,,TH,X,,,,,,,100
309,FKM07040101,0.4000000,24.761733333333332,-80.946833333333331,4/12/2007 9:16:00,0.4000000,25.0000000,7.9000001,36.5999985,5.3000002,,,,,,S,,,,TH,X,,,,,,,90
310,FKM07040102,0.3000000,24.756216666666667,-80.956333333333333,4/12/2007 9:39:00,0.3000000,24.7999992,8.0000000,36.7999992,5.8000002,,,,,,S,,,,TH,9,HA,1,,,,,100
311,FKM07040103,0.3000000,24.746200000000002,-80.965033333333338,4/12/2007 10:07:00,0.4000000,25.1000004,8.0000000,36.7999992,6.6999998,,,,,,S,,,,TH,X,,,,,,,80
312,FKM07040104,0.3000000,24.732183333333332,-80.993716666666671,4/12/2007 10:38:00,0.3000000,24.8999996,7.9000001,37.0000000,6.8000002,,,,,,S,,,,TH,X,,,,,,,100
313,FKM07040105,0.6000000,24.729766666666666,-81.000000000000000,4/12/2007 11:01:00,0.6000000,25.2000008,8.1000004,36.9000015,7.5000000,0.2000000,25.1000004,8.1000004,37.0000000,7.3000002,S,,,,TH,X,,,,,,,100
314,FKM07040201,0.6000000,24.716183333333333,-81.030349999999999,4/13/2007 9:07:00,0.2000000,25.2000008,8.1999998,36.4000015,7.0999999,0.6000000,25.2999992,8.1999998,36.5000000,7.0000000,M,,,,TH,X,,,,,,,90
315,FKM07040202,0.5000000,24.714783333333333,-81.037416666666672,4/13/2007 9:51:00,0.5000000,25.6000004,8.1000004,36.2000008,6.5999999,,,,,,S,H,,,TH,X,,,,,,,80
316,FKM07040203,0.7000000,24.702649999999998,-81.072183333333328,4/13/2007 10:30:00,0.7000000,25.7999992,8.1000004,35.9000015,6.9000001,0.2000000,25.7999992,8.1000004,35.7000008,6.8000002,S,,,,TH,X,,,,,,,100
317,FKM07040204,0.4000000,24.687149999999999,-81.095450000000000,4/13/2007 10:59:00,0.4000000,26.6000004,8.1999998,36.2000008,7.5000000,,,,,,M,,,,TH,X,,,,,,,100
318,FKM07040205,0.4000000,24.686816666666665,-81.100266666666670,4/13/2007 11:37:00,0.4000000,27.0000000,8.1000004,35.7999992,7.9000001,,,,,,S,,,,TH,X,,,,,,,100
319,FKM07050101,0.7000000,24.748166666666666,-80.963983333333331,5/1/2007 9:30:00,0.2000000,26.8999996,8.1000004,37.9000015,12.3000002,0.7000000,26.7999992,8.1000004,37.9000015,11.5000000,S,,,,TH,X,,,,,,,70
320,FKM07050102,0.6000000,24.761266666666668,-80.948816666666673,5/1/2007 10:10:00,0.2000000,25.6000004,8.1000004,37.5000000,8.0000000,0.6000000,25.6000004,8.1000004,37.5000000,7.9000001,M,,,,HA,X,,,,,,,90
321,FKM07050103,0.6000000,24.752883333333333,-80.961283333333327,5/1/2007 10:30:00,0.2000000,25.8999996,8.1999998,37.9000015,8.6000004,0.6000000,25.8999996,8.1999998,37.9000015,8.6000004,M,S,,,TH,9,HA,1,,,,,100
322,FKM07050104,0.7000000,24.732700000000001,-80.992866666666671,5/1/2007 11:10:00,0.2000000,26.5000000,8.1000004,37.7999992,7.3000002,0.7000000,26.5000000,8.1999998,37.7999992,7.3000002,M,S,,,TH,9,HA,1,,,,,100
323,FKM07050105,0.8000000,24.727433333333334,-81.005150000000000,5/1/2007 11:30:00,0.2000000,27.2999992,8.1999998,38.0999985,8.1000004,0.8000000,27.2999992,8.1999998,38.0999985,8.1000004,S,,,,HA,6,TH,4,,,,,90
324,FKM07050106,0.7000000,24.712583333333335,-81.032483333333332,5/1/2007 12:20:00,0.2000000,28.1000004,8.3000002,37.9000015,9.1000004,0.7000000,28.1000004,8.3000002,37.9000015,9.1999998,S,,,,TH,X,,,,,,,100
325,FKM07050107,0.7000000,24.715716666666665,-81.038899999999998,5/1/2007 12:50:00,0.2000000,28.5000000,8.3000002,37.9000015,9.6000004,0.7000000,28.5000000,8.3000002,37.9000015,9.6000004,M,,,,TH,X,,,,,,,100
326,FKM07050108,0.5000000,24.701816666666666,-81.073266666666669,5/1/2007 13:30:00,0.5000000,28.7000008,8.3999996,38.5999985,11.0000000,,,,,,M,,,,TH,X,,,,,,,100
327,FKM07050109,0.7000000,24.686850000000000,-81.093999999999994,5/1/2007 14:00:00,0.2000000,29.5000000,8.3999996,37.7999992,10.1999998,0.7000000,29.5000000,8.3999996,37.7999992,10.1000004,S,,,,TH,X,,,,,,,100
328,FKM07050110,0.6000000,24.686416666666666,-81.100733333333338,5/1/2007 14:30:00,0.2000000,29.3999996,8.3999996,38.0999985,10.6999998,0.6000000,29.3999996,8.3999996,38.0000000,11.0000000,S,,,,TH,X,,,,,,,100
329,FKM07060101,1.0000000,24.688433333333332,-81.102649999999997,6/5/2007 11:50:00,0.2000000,30.3999996,8.1000004,36.7999992,10.8000002,1.0000000,30.3999996,8.1000004,36.7999992,10.5000000,M,,,,TH,X,,,,,,,100
330,FKM07060102,0.8000000,24.689133333333334,-81.098050000000001,6/5/2007 12:27:00,0.2000000,30.8999996,8.1000004,36.7999992,8.1000004,0.8000000,30.7999992,8.1000004,36.7999992,8.3000002,M,,,,TH,X,,,,,,,100
331,FKM07060103,0.6000000,24.701133333333335,-81.074316666666661,6/5/2007 13:05:00,0.2000000,30.2999992,8.3000002,36.7000008,14.3000002,0.6000000,30.3999996,8.3000002,36.7999992,13.8000002,S,,,,HA,8,TH,2,,,,,100
332,FKM07060104,1.0000000,24.714833333333335,-81.037483333333327,6/5/2007 13:50:00,0.2000000,30.6000004,8.1999998,36.7000008,10.1999998,1.0000000,30.6000004,8.1999998,36.7999992,10.1999998,S,,,,TH,7,AC,3,,,,,100
333,FKM07060105,0.7000000,24.715983333333334,-81.030050000000003,6/5/2007 14:25:00,0.2000000,30.2000008,8.1999998,36.5999985,13.0000000,0.7000000,30.2000008,8.1999998,36.7000008,12.5000000,S,,,,TH,X,,,,,,,100
334,FKM07060201,0.5000000,24.760533333333335,-80.949383333333330,6/6/2007 10:00:00,0.5000000,28.8999996,8.0000000,36.5000000,13.3000002,,,,,,S,,,,TH,X,,,,,,,95
335,FKM07060202,0.4000000,24.756750000000000,-80.956199999999995,6/6/2007 10:20:00,0.5000000,28.5000000,8.0000000,36.4000015,3.8000000,,,,,,S,,,,TH,6,HA,4,,,,,100
336,FKM07060301,0.4000000,24.728266666666666,-81.002833333333328,6/7/2007 9:45:00,0.5000000,26.7000008,7.9000001,36.0999985,12.3000002,,,,,,S,,,,TH,X,,,,,,,90
337,FKM07060302,0.3000000,24.731483333333333,-80.995933333333340,6/7/2007 10:15:00,0.2000000,26.8999996,7.9000001,36.2999992,11.8000002,,,,,,S,,,,HA,X,,,,,,,80
338,FKM07060303,0.7000000,24.743500000000001,-80.969250000000002,6/7/2007 11:00:00,0.5000000,27.7000008,7.9000001,36.5999985,11.8999996,,,,,,S,,,,TH,X,,,,,,,90
339,FKM07070101,0.7000000,24.763500000000001,-80.944299999999998,7/3/2007 9:21:00,0.2000000,30.1000004,7.9000001,37.7999992,3.9000001,0.7000000,30.1000004,7.9000001,37.7999992,4.3000002,M,,,,TH,X,,,,,,,97
340,FKM07070102,0.6000000,24.760266666666666,-80.950316666666666,7/3/2007 9:57:00,0.2000000,30.6000004,8.0000000,37.9000015,4.9000001,0.6000000,30.6000004,8.0000000,37.9000015,5.4000001,M,,,,TH,5,HA,5,,,,,97
341,FKM07070103,0.7000000,24.748999999999999,-80.965549999999993,7/3/2007 10:20:00,0.2000000,30.7000008,8.0000000,37.9000015,4.1999998,0.6000000,30.7999992,8.0000000,37.9000015,4.5000000,S,,,,TH,X,,,,,,,100
342,FKM07070104,0.7000000,24.732350000000000,-80.994050000000001,7/3/2007 11:03:00,0.7000000,31.2000008,8.0000000,37.4000015,4.8000002,0.2000000,31.1000004,8.0000000,37.4000015,4.5999999,S,,,,HA,X,,,,,,,90
343,FKM07070105,1.0000000,24.727416666666667,-81.004949999999994,7/3/2007 11:45:00,0.2000000,31.5000000,8.0000000,37.4000015,6.5000000,1.0000000,31.3999996,8.0000000,37.2999992,7.0000000,S,,,,HA,X,,,,,,,90
344,FKM07070106,0.8000000,24.713266666666666,-81.029499999999999,7/3/2007 13:00:00,0.2000000,31.2999992,8.1999998,36.9000015,8.0000000,0.8000000,31.2999992,8.1999998,36.9000015,7.4000001,S,,,,TH,X,,,,,,,100
345,FKM07070107,1.0000000,24.714416666666665,-81.037800000000004,7/3/2007 13:30:00,0.2000000,32.0000000,8.1000004,37.0000000,6.5000000,1.0000000,31.8999996,8.1000004,37.0000000,6.3000002,S,,,,TH,6,AC,4,,,,,100
346,FKM07070108,0.5000000,24.701750000000001,-81.073400000000007,7/3/2007 14:23:00,0.5000000,33.9000015,8.3000002,37.2000008,10.8000002,,,,,,S,,,,TH,6,HA,4,,,,,
347,FKM07070109,0.7000000,24.687550000000002,-81.094099999999997,7/3/2007 14:45:00,0.7000000,33.2000008,8.1000004,36.7999992,9.6999998,0.2000000,33.2000008,8.1000004,36.9000015,9.1000004,M,,,,TH,X,,,,,,,100
348,FKM07070110,0.8000000,24.686366666666668,-81.105699999999999,7/3/2007 15:30:00,0.8000000,32.5000000,8.1000004,37.0000000,12.0000000,0.2000000,33.5999985,8.1000004,36.9000015,12.3000002,M,,,,TH,X,,,,,,,100
349,FKM07080101,0.6000000,24.763583333333333,-80.944450000000003,8/2/2007 9:28:00,0.2000000,29.2999992,8.0000000,38.2999992,5.5999999,0.6000000,29.2999992,8.0000000,38.2999992,5.1999998,M,,,,HA,X,,,,,,,100
350,FKM07080102,0.5000000,24.750583333333335,-80.964233333333340,8/2/2007 10:04:00,0.5000000,30.2999992,8.0000000,38.4000015,6.3000002,,,,,,S,H,,,HA,9,TH,1,,,,,90
351,FKM07080103,0.8000000,24.747183333333332,-80.965599999999995,8/2/2007 10:31:00,0.2000000,30.5000000,8.0000000,37.9000015,10.0000000,0.8000000,30.5000000,8.0000000,38.0000000,8.8999996,S,,,,TH,X,,,,,,,90
352,FKM07080104,0.7000000,24.731533333333335,-80.996133333333333,8/2/2007 11:04:00,0.2000000,30.5000000,8.0000000,38.0999985,7.5000000,0.7000000,30.5000000,8.0000000,38.0999985,7.3000002,M,,,,HA,X,,,,,,,100
353,FKM07080105,1.0000000,24.727899999999998,-81.003966666666670,8/2/2007 11:30:00,0.2000000,30.7999992,8.0000000,38.0999985,9.6000004,1.0000000,30.7000008,8.0000000,38.0999985,8.6999998,S,,,,HA,3,TH,6,SY,1,,,100
354,FKM07080106,0.7000000,24.714333333333332,-81.029066666666665,8/2/2007 12:00:00,0.2000000,31.5000000,8.1000004,38.0000000,9.6999998,0.7000000,31.3999996,8.1000004,38.0000000,9.3999996,S,,,,TH,6,HA,4,,,,,90
355,FKM09020108,0.6000000,24.700900000000001,-81.073966666666664,2/12/2009 13:13:00,0.2000000,24.2999992,7.6999998,36.5000000,8.3000002,0.6000000,23.8999996,7.6999998,36.4000015,9.8999996,S,,,,TH,X,,,,,,,100
356,FKM09020109,0.5000000,24.687133333333332,-81.093950000000007,2/12/2009 13:50:00,0.2000000,24.5000000,7.6999998,36.2000008,9.3000002,0.5000000,24.5000000,7.6999998,36.2000008,9.3000002,S,M,,,TH,X,,,,,,,100
357,FKM09020110,0.3000000,24.686900000000001,-81.102616666666663,2/12/2009 14:20:00,0.2000000,24.2999992,7.8000002,36.2000008,9.0000000,,,,,,S,M,,,TH,X,,,,,,,100
394,FKM09030101,0.6000000,24.761216666666666,-80.948250000000002,3/17/2009 10:58:00,0.2000000,25.0000000,7.8000002,37.7000008,,0.6000000,25.0000000,7.8000002,37.7000008,,S,,,,TH,8,HA,2,,,,,80
395,FKM09030102,0.7000000,24.757249999999999,-80.955083333333334,3/17/2009 11:30:00,0.2000000,25.2000008,7.9000001,37.7999992,,0.7000000,25.2000008,7.9000001,37.9000015,,S,,,,HA,7,TH,3,,,,,90
396,FKM09030103,0.6000000,24.746300000000002,-80.967416666666665,3/17/2009 12:00:00,0.2000000,25.7000008,7.9000001,37.9000015,,0.6000000,25.6000004,7.9000001,37.9000015,,S,,,,TH,X,,,,,,,60
397,FKM09030104,0.0000000,24.730683333333332,-80.998666666666665,3/17/2009 12:33:00,0.2000000,25.7999992,7.8000002,37.9000015,,0.5000000,25.8999996,7.9000001,37.9000015,,S,,,,HA,X,,,,,,,100
398,FKM09030105,0.8000000,24.729033333333334,-81.001450000000006,3/17/2009 13:02:00,0.2000000,26.1000004,7.6999998,37.9000015,,0.8000000,26.0000000,7.6999998,37.9000015,,S,,,,TH,9,HA,1,,,,,100
399,FKM09030106,0.8000000,24.716216666666668,-81.032650000000004,3/17/2009 13:38:00,0.2000000,25.6000004,7.6999998,37.7000008,,0.8000000,25.5000000,7.6999998,37.7999992,,M,,,,TH,6,AC,4,,,,,100
400,FKM09030107,0.9000000,24.714633333333332,-81.037766666666670,3/17/2009 14:20:00,0.2000000,25.7999992,7.4000001,37.5000000,,0.9000000,25.7999992,7.5000000,37.5999985,,S,,,,AC,8,TH,2,,,,,100
401,FKM09030108,0.6000000,24.700866666666666,-81.074666666666673,3/17/2009 15:03:00,0.2000000,28.3999996,7.6999998,37.9000015,,0.6000000,28.3999996,7.6999998,37.9000015,,S,,,,TH,9,HA,1,,,,,100
402,FKM09030109,0.7000000,24.688483333333334,-81.099149999999995,3/17/2009 15:49:00,0.2000000,27.8999996,7.9000001,37.5999985,,0.7000000,27.7000008,7.9000001,37.5999985,,M,,,,TH,X,,,,,,,100
403,FKM09030110,0.7000000,24.687700000000000,-81.105383333333336,3/17/2009 16:37:00,0.2000000,28.2000008,7.8000002,37.7000008,,0.6000000,28.2000008,7.8000002,37.7000008,,M,,,,TH,5,HA,5,,,,,100
430,FKM09040101,0.7000000,24.762766666666668,-80.945316666666670,4/6/2009 9:15:00,0.2000000,27.5000000,7.9000001,37.7999992,,0.7000000,27.6000004,7.9000001,37.9000015,,M,,,,HA,X,,,,,,,100
431,FKM09040102,0.7000000,24.750850000000000,-80.963416666666660,4/6/2009 9:50:00,0.2000000,27.3999996,7.9000001,37.7000008,,0.7000000,27.3999996,7.9000001,37.7000008,,S,,,,TH,8,SY,2,,,,,100
432,FKM09040103,0.3000000,24.747299999999999,-80.966149999999999,4/6/2009 10:16:00,0.2000000,28.1000004,7.9000001,37.9000015,,,,,,,S,,,,TH,X,,,,,,,100
433,FKM09040104,0.6500000,24.732033333333334,-80.993700000000004,4/6/2009 10:50:00,0.2000000,28.2000008,7.9000001,38.0000000,,0.6000000,28.2000008,7.8000002,38.0000000,,S,M,,,TH,8,LA,2,,,,,70
434,FKM09040105,0.4000000,24.727816666666666,-81.004000000000005,4/6/2009 11:20:00,0.2000000,28.7000008,8.0000000,37.7000008,,0.4000000,28.6000004,8.0000000,37.7000008,,S,,,,TH,5,HA,5,,,,,90
435,FKM09040106,0.6000000,24.714649999999999,-81.030550000000005,4/6/2009 12:04:00,0.2000000,29.3999996,8.0000000,37.5999985,,0.7000000,29.3999996,8.0000000,37.5999985,,M,,,,TH,X,,,,,,,100
436,FKM09040107,0.7000000,24.715866666666667,-81.036900000000003,4/6/2009 12:33:00,0.2000000,29.5000000,8.1000004,37.7999992,,0.7000000,29.7000008,8.0000000,37.7999992,,M,,,,TH,8,AC,2,,,,,98
437,FKM09040108,0.3000000,24.702433333333332,-81.072416666666669,4/6/2009 13:08:00,0.2000000,30.7999992,8.1999998,38.0999985,,,,,,,S,M,,,TH,X,,,,,,,98
438,FKM09040109,0.3000000,24.687083333333334,-81.095316666666662,4/6/2009 13:36:00,0.2000000,30.7999992,8.1999998,38.0999985,,,,,,,M,S,,,TH,X,,,,,,,100
439,FKM09040110,0.3000000,24.686433333333333,-81.105566666666661,4/6/2009 14:01:00,0.2000000,30.6000004,8.1999998,37.9000015,,,,,,,S,,,,TH,X,,,,,,,100
467,FKM09050101,0.8000000,24.746949999999998,-80.967250000000007,5/5/2009 9:36:00,0.2000000,26.0000000,8.8000002,33.7000008,6.9000001,0.8000000,26.0000000,8.8000002,33.7000008,6.8000002,S,M,,,TH,X,,,,,,,100
468,FKM09050102,0.5000000,24.755283333333335,-80.957816666666673,5/5/2009 10:14:00,0.2000000,25.7000008,8.6999998,34.0000000,6.5000000,0.5000000,25.6000004,8.6999998,34.0000000,6.4000001,S,,,,TH,X,,,,,,,100
469,FKM09050103,0.7000000,24.762433333333334,-80.945350000000005,5/5/2009 10:46:00,0.2000000,26.2000008,8.6999998,37.7000008,7.0999999,0.7000000,26.2000008,8.6999998,37.7000008,7.0999999,M,,,,TH,X,,,,,,,100
470,FKM09050104,0.4000000,24.730833333333333,-80.997433333333333,5/5/2009 11:35:00,0.2000000,27.6000004,8.8999996,34.0000000,8.0000000,,,,,,S,M,,,TH,X,,,,,,,100
471,FKM09050105,0.6000000,24.728050000000000,-81.003183333333340,5/5/2009 12:10:00,0.2000000,27.3999996,8.8000002,34.0999985,8.6000004,0.6000000,27.2999992,8.8000002,34.0999985,8.6000004,S,M,,,TH,X,,,,,,,100
472,FKM09050106,0.4000000,24.712250000000001,-81.031883333333340,5/5/2009 13:05:00,0.2000000,28.7000008,8.8999996,33.5000000,7.9000001,0.4000000,28.7000008,9.0000000,33.5000000,8.8999996,S,,,,TH,X,,,,,,,100
473,FKM09050107,0.8000000,24.715716666666665,-81.038849999999996,5/5/2009 13:40:00,0.2000000,29.7000008,8.8999996,33.9000015,8.8000002,0.8000000,29.6000004,9.0000000,33.9000015,9.0000000,M,,,,TH,X,,,,,,,100
474,FKM09050108,0.6000000,24.703233333333333,-81.071916666666667,5/5/2009 14:15:00,0.2000000,29.5000000,9.1000004,34.2000008,11.6999998,0.6000000,29.3999996,9.1000004,34.0999985,12.1000004,S,M,,,TH,X,,,,,,,100
475,FKM09050109,0.5000000,24.687233333333332,-81.095783333333330,5/5/2009 14:51:00,0.2000000,29.2999992,9.1000004,33.7999992,11.3000002,0.5000000,29.2999992,9.1000004,33.7999992,11.3999996,S,M,,,TH,X,,,,,,,100
476,FKM09050110,0.7000000,24.686966666666667,-81.101933333333335,5/5/2009 15:20:00,0.2000000,30.2000008,9.1000004,34.0999985,10.8999996,0.7000000,30.2000008,9.1000004,34.0999985,10.8000002,M,,,,TH,X,,,,,,,100
495,FKM09060101,0.8000000,24.747683333333335,-80.965566666666660,6/4/2009 9:20:00,0.2000000,28.3999996,8.6000004,33.7000008,5.9000001,0.8000000,28.5000000,8.6999998,33.7000008,5.6999998,S,,,,TH,X,,,,,,,100
496,FKM09060102,0.5000000,24.761399999999998,-80.948266666666669,6/4/2009 9:45:00,0.2000000,27.8999996,8.6999998,33.4000015,6.0999999,,,,,,S,M,,,TH,X,,,,,,,50
497,FKM11110108,0.8000000,24.703050000000001,-81.072333333333333,11/3/2011 13:25:00,0.2000000,24.5000000,8.1000004,31.5000000,10.3999996,0.8000000,24.5000000,8.1000004,31.3999996,10.1999998,M,,,,TH,X,,,,,,,100
498,FKM11110109,0.8000000,24.688199999999998,-81.100250000000003,11/3/2011 14:01:00,0.2000000,25.7999992,8.1999998,32.2999992,11.5000000,0.8000000,25.7999992,8.1000004,32.2999992,11.3999996,M,,,,TH,X,,,,,,,92
499,FKM11110110,0.8000000,24.688133333333333,-81.105300000000000,11/3/2011 14:35:00,0.2000000,26.1000004,8.1000004,32.4000015,12.6000004,0.8000000,26.0000000,8.1000004,32.4000015,12.3999996,M,,,,TH,X,,,,,,,98
500,FKM11070106,0.7000000,24.716400000000000,-81.029899999999998,7/6/2011 12:22:00,0.2000000,28.7999992,8.0000000,37.5000000,6.0000000,0.7000000,28.7999992,8.0000000,37.5000000,5.8000002,H,,,,HA,7,TH,3,,,,,90
501,FKM11070107,1.0000000,24.716166666666666,-81.035250000000005,7/6/2011 12:48:00,0.2000000,28.8999996,8.1000004,37.5999985,6.8000002,1.0000000,28.8999996,8.1000004,37.5999985,6.5999999,M,,,,TH,8,HA,2,,,,,100
502,FKM11070108,0.7500000,24.702750000000002,-81.075233333333330,7/6/2011 13:29:00,0.2000000,27.7999992,8.0000000,37.7999992,7.4000001,0.7000000,27.7999992,8.0000000,37.7999992,7.0999999,M,,,,HA,X,,,,,,,100
503,FKM11070109,1.0000000,24.689433333333334,-81.098550000000003,7/6/2011 14:16:00,0.2000000,28.6000004,8.0000000,37.2999992,7.0000000,0.9000000,28.6000004,8.0000000,37.2999992,6.6999998,M,H,,,TH,1,HA,9,,,,,65
504,FKM11070110,0.9000000,24.688283333333334,-81.105000000000004,7/6/2011 15:05:00,0.2000000,28.7000008,8.0000000,38.9000015,7.9000001,0.9000000,28.7000008,8.0000000,38.9000015,7.6999998,M,,,,TH,X,,,,,,,100
505,FKM11080101,0.7500000,24.761483333333334,-80.949183333333337,8/1/2011 8:48:00,0.2000000,29.7000008,8.1999998,38.7999992,1.5000000,0.8000000,29.5000000,,,,M,,,,HA,1,TH,9,,,,,100
506,FKM11080102,0.7000000,24.752500000000001,-80.962350000000001,8/1/2011 9:40:00,0.2000000,29.7999992,8.1000004,,,,,,,,S,H,,,HA,X,,,,,,,50
507,FKM11080201,0.8000000,24.747066666666665,-80.966983333333332,8/2/2011 8:37:00,0.2000000,30.2999992,8.3000002,37.7000008,6.1999998,0.8000000,30.2999992,8.1999998,37.7000008,2.7000000,S,,,,TH,X,,,,,,,100
508,FKM11080202,0.8000000,24.731133333333332,-80.997683333333327,8/2/2011 9:15:00,0.2000000,30.3999996,8.1000004,38.0999985,2.3000000,0.8000000,30.2999992,8.0000000,38.0999985,2.7000000,S,,,,TH,6,HA,4,,,,,80
509,FKM11080203,0.9000000,24.729716666666668,-81.000583333333338,8/2/2011 9:47:00,0.2000000,31.0000000,8.0000000,38.0999985,3.5000000,0.9000000,30.8999996,8.0000000,38.2000008,4.1999998,S,,,,HA,9,TH,1,,,,,70
510,FKM11080204,0.9000000,24.715683333333335,-81.028800000000004,8/2/2011 10:22:00,0.2000000,31.5000000,8.1000004,38.4000015,7.0999999,0.9000000,31.5000000,8.1000004,39.9000015,5.8000002,S,,,,TH,X,,,,,,,95
511,FKM11080205,1.3000000,24.716233333333335,-81.035266666666672,8/2/2011 11:02:00,0.2000000,31.0000000,8.1000004,38.5999985,8.3000002,1.3000000,31.0000000,8.1000004,38.5999985,7.5000000,M,,,,TH,X,,,,,,,88
512,FKM11080207,1.1000000,24.687883333333332,-81.094200000000001,8/2/2011 12:35:00,0.2000000,32.0000000,8.0000000,38.5000000,9.1000004,1.1000000,32.0000000,8.0000000,38.4000015,8.6000004,M,,,,TH,9,HA,1,,,,,99
513,FKM11080208,1.0000000,24.687566666666665,-81.101050000000001,8/2/2011 13:21:00,0.2000000,32.2000008,8.1000004,37.2000008,8.8999996,1.0000000,32.2000008,8.1000004,37.2000008,8.8999996,M,,,,TH,X,,,,,,,95
514,FKM11080206,0.7000000,24.702233333333332,-81.075199999999995,8/2/2011 11:45:00,0.2000000,32.2000008,8.1000004,38.2000008,9.8999996,0.7000000,32.2000008,8.1000004,38.2000008,7.6999998,M,,,,HA,X,,,,,,,98
515,FKM11090101,0.7000000,24.760933333333334,-80.949366666666663,9/13/2011 8:59:00,0.2000000,30.3999996,8.5000000,35.5999985,5.8000002,0.7000000,30.5000000,8.3999996,35.9000015,5.0999999,S,,,,HA,X,,,,,,,40
516,FKM11090102,0.5000000,24.757966666666668,-80.955166666666670,9/13/2011 9:24:00,0.5000000,30.1000004,8.3000002,36.4000015,9.1999998,,,,,,S,H,,,AC,8,AB,2,,,,,35
517,FKM11090103,0.9000000,24.748033333333332,-80.965450000000004,9/13/2011 9:50:00,0.2000000,30.6000004,8.3000002,36.4000015,9.6999998,0.9000000,30.6000004,8.3000002,36.4000015,8.1999998,S,,,,TH,X,,,,,,,85
518,FKM11090104,0.9000000,24.732166666666668,-80.994249999999994,9/13/2011 10:31:00,0.2000000,30.8999996,8.1999998,36.5000000,9.6999998,0.9000000,30.8999996,8.1999998,36.4000015,8.8000002,S,,,,TH,X,,,,,,,90
519,FKM11090105,0.8000000,24.729216666666666,-81.001433333333338,9/13/2011 11:00:00,0.2000000,30.7999992,8.1999998,36.2999992,11.1000004,0.8000000,30.7999992,8.1999998,36.2999992,9.0000000,S,,,,TH,8,AC,2,,,,,100
